time1 time2 time3 time4 time5
AL021807.1 -0.780330174778634 -1.22881253512727 -2.18588765900074 -1.30127274973236 -1.41976939968873
AL356356.5 -0.711749710909657 -0.926235398448207 0.107999391120336 -1.82515463200185 -0.0683343210302032
AL450992.2 -0.497383575872154 -0.603742103795021 -0.933108693709884 -1.31376535046538 -0.933700211474133
AL592188.17 -0.167741692099151 -0.351151028849767 -2.27414987743885 -0.764885384705973 0.0744352972402385
AL731563.2 -0.124340499233475 -1.20475136825769 -1.12592906922647 -0.532764304333262 -1.18854717258853
ALDOC 0.280945531974451 0.0685940913430127 -0.727964456864493 -0.899068613051379 -1.61582858160791
ANKRD31 -1.08367450759386 -0.25798140066957 -0.628616996802812 -0.473198805413459 -0.27860246545703
ANKRD36BL1 -0.40169644414293 0.0329890883624092 -0.16339533553008 -0.933240112234031 -0.915208938227167
ANKRD37 0.856012362733416 -1.15189147680699 -0.595553761127002 -0.695956144326266 -0.301042241037186
AP001999.1 -1.15250432315694 -1.05764621754128 -0.891404626539109 -1.30052054079702 -1.33664262086841
AP003716.2 -0.356692713655041 -1.14624648073878 -0.670778025484998 -0.136543574509103 -0.592315571484777
AP006284.3 0.296503788979866 -1.8719891373999 -1.9771915605408 -1.36771417349465 -0.942857972123388
APBA2 -0.570291053568168 -1.54437911868841 -1.1557441405194 -1.5876241233288 -1.60463774350325
ARHGAP23 -0.498847408929541 -0.8975359770151 -0.685394640183348 -0.99342498062577 -0.388910467218715
ARHGEF10 -0.425665690555852 -1.00499946807356 -1.01929303516249 -1.75865675653918 -0.921264891593248
ASNS -0.34581645926209 -0.747474855064176 -0.927357191546312 -0.93331012472012 -1.15823667764351
ATP1B3P1 -0.802415129289003 -0.774477316415047 -0.685643655172638 -0.114658730167082 -0.333732059187153
ATXN1L -0.56300460188885 -0.618033242533014 -0.834847790834772 -1.15128255355934 -0.869158479001001
B3GALNT2 -0.473829322871337 -0.811025400379693 -0.801303394784617 -0.951228443885167 -0.633531933585398
BAHCC1 -0.589666568285294 -1.41228098752527 -1.10640559226402 -1.70882699968574 -1.3848323651319
BBC3 0.993296848971301 0.0351222669487083 -0.0333695785149907 -0.353965831703452 -0.232882590682851
BEND6 -0.627644271033462 -1.15571555486512 -0.491089739259006 -0.762340696583566 -0.810559677033295
BEST3 -0.932389602548818 -2.13427133956403 -1.4550740838651 -1.89445673838494 -1.43926968449441
BHLHE40 0.924361788871407 1.08367983055547 -1.05617865919254 -1.52501250977729 -2.29849947053889
BNIP3L -0.150269399982966 -0.337260220144077 -0.955942047180394 -0.766390669493014 -1.31483744733438
BTF3P7 -0.972279992310555 -0.742866046955252 -0.575634157398854 -0.059788569252637 -1.13724110916331
BZW1P1 -0.360414877902342 -0.320392574443979 -0.600861411004119 -0.961314638748157 -0.720414465544941
C10orf75 0.925624566773663 0.686631111506272 -0.127107784276047 -0.778843296923876 -0.673892656586721
C13orf18 -0.808115067765839 -1.05984736342784 -0.934790860943805 -0.679143745409672 -0.970982930786623
C14orf145 -0.658445903421771 -1.80921798152697 -1.72379986891443 -2.15636268001562 -1.64968025478838
C14orf174 -0.55951331316942 0.392062879439063 -0.710991782001546 -0.508193578426164 -1.51667984639062
C16orf46 -0.265628724469524 -0.64611429960716 -0.807706558728687 -1.04706731080584 -0.436264639588157
C16orf89 0.00111068634241162 -1.20513282113192 -1.3370268463245 -1.51970487014528 -1.11565806567859
C17orf104 -1.22803917661507 -0.541396754660559 -0.161241284998277 -0.671725981565219 -0.417523630408635
C17orf39 -1.02200260055592 -1.34397817483232 -0.880380978430295 -0.745188798775428 -0.665073704620638
C19orf55 -0.0681315789153654 -0.312798081811108 -0.720994073112546 -1.03029694900567 -0.242511207451071
C1orf107 -0.845890645361176 -0.562929993077478 -0.519486217541235 -0.430453683370455 -0.446857256799492
C1orf192 -0.960222560459468 -0.390184746389369 -0.406498707699784 -0.164344258763882 -0.206301698939319
C1QBP -0.490926010843665 -1.13303692120016 -0.738423670668223 -0.483712257257023 -0.609843539809567
C22orf24 -0.618894800463626 -0.369323790607317 -0.74952875960675 -1.10658012100628 -0.846279281098682
C6orf223 0.919885588495643 0.306866733957672 -0.699076502774018 -0.4643210054381 -1.06999102739809
C8orf39 0.656536831775986 0.151271552481896 -0.160333734209991 -1.497661496686 -0.609609897172506
C8orf73 -0.149326680134272 -1.0708852574908 -0.242511390445007 -0.940861131355336 0.394274840267931
C9orf163 0.648046462243075 -0.186311965543558 -0.298227743012787 -1.16338386551769 -0.979747408977479
CA9 0.525658594031172 -0.543378717343874 -1.19643678653515 -1.27054793174577 -1.99523679652588
CALN1 -1.19787371367173 -2.47689138974566 -1.72351884007899 -0.929129025613457 -1.46405589166075
CAMKK1 -0.0357151291939074 -1.20442380740126 -0.367490771787562 -0.254111144939196 -0.1281749122775
CCDC78 -0.37576302417433 -2.12584011556239 -1.52147927122693 -1.47592363216503 -0.727586631413497
CCNA2 -0.518608366961254 -0.785675333430652 -1.07172251996373 -0.883861602631329 -0.95200371794586
CCNB1 -0.7393928118684 -1.0882114638404 -1.28897652751339 -0.93682141097634 -1.06714727976057
CCNI2 -1.10108407619218 -1.96398786690713 -1.0617368697779 -0.96114355717754 -1.22166152667344
CCT5P2 -1.06413116300821 -0.682713618761271 -0.714602790123755 -0.303576374614535 -0.660618191509596
CDHR1 0.146902944814582 -1.265883322969 -0.204850004094386 -2.20360878535566 -1.83901776609009
CDK6 -0.874668601265066 -1.28830527522494 -0.999929703131555 -1.05317847092139 -0.968836690349133
CELF1 -0.319054135964076 -0.231078020356123 -0.572874821069496 -1.24213055351769 -0.744142813788928
CENPF -0.761715432445153 -0.80659718575761 -1.00166326380265 -0.958995684314464 -0.946803204044995
CERKL -1.2922077178944 -1.42125751672469 -1.17536818233987 -0.802117798458088 -1.26209156102759
CFTR -0.801231994316531 -1.21327639903544 -1.11742655104018 -0.702040223544885 -0.548745242419926
CHIC1 -0.84295239003722 -0.0662484176103255 -0.23217144562608 -0.299757032477694 -0.429700569139011
CHRNA2 -1.14966385615981 -2.17330077912982 -1.5941560220513 -0.866205228627835 -0.552648068113439
CMAH -1.43472539911258 -1.70669620409847 -1.3831890901299 -1.38569895255097 -1.38998466697643
CNKSR1 0.0778857098434174 -1.23667256322176 0.386827944656684 -0.282774112658287 0.398150577619274
COL15A1 -0.471640706549601 0.00709305904659554 -0.683958520610406 -0.960312397530974 -0.778983980077494
COL4A4 -0.365086219853669 -0.929627311016961 -1.0902799014051 -1.36229965988042 -1.67990528526539
CPNE2 -0.286675211285602 0.166159700473166 -1.00262091706425 -0.962002631683075 -0.504621035384951
CTA-221G9.11 0.0196850401770349 -0.833267240761093 -0.31149368985078 -0.940030450416327 -0.469921351508123
CTA-246H3.11 -0.879626951452273 -0.427657957877188 -0.341718428988718 -0.967992759603866 -0.841366962511355
CTD-2089O24.1 -1.02806683095363 -0.309299034577249 -0.557963917115358 -0.570126177388383 -0.499990676933115
CTD-2195M15.2 -0.845042649009082 -0.505231535507868 -0.760187691955087 -0.242107440525721 -0.598949792826278
CTD-2547E10.2 0.164321202085692 -0.398961181473213 -0.990271643035454 -1.50431450282843 -0.625756749910423
CXCL3 -0.609402199135109 -0.72340758314408 -0.993270874854612 -1.19397750822822 -1.06972893302924
CYP2U1 -0.647156010063304 -1.17593816680645 -0.928581258402335 -0.602966547074023 -1.03853499596426
DDIT4 0.368727799809982 -0.41288363744237 -1.36425713966959 -1.51935296688742 -1.16301146871295
DDN -0.473740807505793 -1.98924790616066 -1.09539065024061 -0.804134560660213 -0.836355523226728
DDX21 -0.864602861003443 -1.04704099749663 -0.61749231323892 -0.610352648659411 -0.752339013419599
DFNA5 -0.30629702004977 -1.35145958270722 -0.429180497828694 -1.35233317753153 -0.43457789829633
DHCR7 0.901795760478186 -0.0960203035710829 -0.36306097789431 -0.630808397403654 -0.0512066406811406
DLEU2 -0.332276575653859 -0.688912593868351 -1.16230543740017 -0.992682884803235 -1.30234984324942
DLEU2L 0.028806602573828 -0.281176378118783 -1.00078661965362 -0.987210863339007 -1.48602760033028
DLX4 -0.468856395009439 -1.00269488824814 -0.702290893153618 -1.00974128167134 -0.133883983482851
DNAH11 -1.08285290328885 -1.16993581200414 -0.556794246252785 -0.76612003712209 -0.871944027054327
DNMBP -0.955610305406149 -0.706697515364882 -1.11749846774799 -1.06340226855729 -0.65083837629931
DOCK1 -0.127808220295651 -0.260017395545972 -0.680884153921954 -0.934592171996302 -1.0180628724285
DUSP1 -0.973592877943186 -1.00795587887777 -0.953894582997865 -0.692003377109038 -0.116145879194367
DUSP2 -0.698783884967532 -1.18029939025096 -0.523389609043508 -0.689174895176889 -0.480882589589246
EFCAB2 -0.325522194916841 -0.435109165400861 -0.687059827505701 -1.00267251366187 -0.734367693785987
EFEMP1 -1.39126451469363 -2.77926571443282 -2.03739852151151 -1.25818867339829 -0.773597979290197
EGLN3 0.55727412270601 -0.0659404253164337 -0.682541887090827 -0.72475352681795 -1.29177124788397
EIF3E -0.399773166901 -0.446802966674412 -0.632398704161417 -0.39422611097679 -1.0772393861221
EVPLL -1.02950082475246 -1.9703800305379 -1.24219045451707 -0.847015610889055 -0.940817231748435
EXD3 -0.28886536068615 -1.10117449888161 -0.766269446810053 -0.708826466892829 -0.279978455812412
EXPH5 -0.878865006406779 -0.411537394626438 -0.525733296387338 -0.478629686691269 -0.722789198036519
FAM115C -0.201481008585252 0.0943362325385267 -0.648237471308648 -0.962016316779484 -2.46597404218414
FAM126B -0.600478068822648 -0.153773294312022 -0.750546629106064 -0.931733950333614 -0.85145282235966
FAM173A 0.205389373328907 -1.57358548487694 -0.788190362351882 -0.760164019453492 -0.267158212034695
FAM63B -0.365738227220896 0.225210493787059 -0.453629899070144 -1.15277387076221 -1.18630294202246
FAM72A -0.829785310644707 -0.688481368216814 -0.945684226568384 -0.581529647815914 -0.997050167105361
FAM72C -1.20280479740933 -0.384850689119714 -0.332218442492908 -0.124306287554001 -0.488236966150813
FAM72D -0.583226149915765 -0.439471688954273 -1.06187142871828 -0.618616533915837 -0.816524507632559
FAM81A -0.342529507950425 -1.22790368061338 -0.947288785352027 -0.196443520396771 -0.404399842539461
FGFBP2 0.223843136047357 0.670206787238166 0.0640296788164422 -0.344261444429481 -2.04494759935978
FGFR3 -0.0369578161641956 -1.19506142304227 -0.521533993535838 -0.0558587516037985 0.764852261143169
FOXN2 -0.66547001200102 -0.687076149547161 -0.73760225032503 -0.855556314805752 -1.0815157202982
GAPDHL14 0.265606990970399 -0.0299733227618527 -0.932415979279852 -1.01050747593958 -0.529466654962075
GBE1 -0.351048303427951 -0.481289812284384 -0.928474327999199 -0.861722447475027 -1.53646104794795
GCET2 -0.515603330092641 -1.19027762402585 -0.768142632992809 -0.467411371736878 -1.01485874661991
GLB1L2 -0.173485395490966 -1.4339020875759 -1.23161766434965 -0.835745855760325 -0.462951160122494
GMNN -1.08743346090743 -1.28712668194603 -1.01213079415244 -0.544397522734728 -0.652728901224584
GNA15 -0.884673827494344 -1.37152857091127 -1.16889040275395 -1.3630271232203 -1.40168987922923
GPR44 -1.84136869570656 -0.476053412153337 -0.922666876315584 -1.54412539905738 -1.66415575777396
GRAP2 -0.773616510439358 -0.660141899365483 -1.36995409545304 -1.38142852047748 -1.35913273722861
GTF2A1 -0.373262476342184 -0.190833274963023 -0.466160997431219 -0.940624564621466 -0.735950109656009
HABP2 -1.0612543497708 -0.849905649946508 -0.365032808173978 -0.0993823863342116 0.0256278426666255
HAGHL 0.258890016327882 -1.55297499812032 -0.686566077488872 -0.519542193165562 -0.133154674611875
HES5 -0.888991263935177 -1.55423610028342 -1.14150379399271 -0.874890646858494 -0.561689608774689
HIST1H1B -0.470607566750808 -1.33434930012898 -2.03630618984208 -2.42775652282507 -1.42851914661263
HIST1H1C -0.261200047923169 -1.27846610011564 -1.54301267005532 -1.32326716364674 -1.38945034755435
HIST1H1D -0.415228593585014 -1.36536858790329 -2.42460943046451 -2.33611375578009 -1.99250242985398
HIST1H1E -0.1888994707347 -1.97999157917233 -1.52013252894937 -2.15813795174802 -1.23736907063667
HIST1H2AB -0.496869320892809 -1.42684531353697 -1.55008813000097 -1.16861407463161 -1.25016965762293
HIST1H2AI -0.00388558344089197 -0.996565637323264 -2.27826557928134 -1.37578255662979 -2.17620469505779
HIST1H2BC 0.374695378378953 -0.00733407247767799 -0.642127643023172 -0.686914343619411 -1.32542233971477
HIST1H2BD -0.206016956119467 -0.129663523507564 -0.521882525871021 -0.632441211053496 -1.49339422883613
HIST1H2BF -0.331154887450584 -2.39306703854498 -2.07644812936509 -2.17033182211 -1.4547855657577
HIST1H2BJ 0.311984850481008 -0.873860999012999 -2.06262898205136 -1.37494897359274 -1.50744189151428
HIST1H2BL -0.60929818783338 -0.765625046738657 -2.42614706270742 -2.16194847086302 -1.93899035643194
HIST1H3B -0.104202306088654 -1.43984788676432 -1.34186363485605 -0.52500450950699 -0.853644140435214
HIST1H3H 0.340456849644728 -0.31921166791031 -0.741535602869083 -1.11388497854823 -0.787186768759659
HIST1H4E 0.327356628887338 -0.831636607135149 -1.64277017955521 -1.54136506638965 -1.34046733381196
HK2P1 -0.473753319082885 -0.945327018109798 -0.594625210365824 -0.994390178646737 -1.06849753977681
HLF -0.0233502297630386 -1.68160409943401 -1.17444541606392 -0.242804125325526 -0.639746505436775
HMGA1 0.0124779903649632 -1.13611038455114 -1.05625240728911 -0.889603628856446 -0.538004069972999
HMGA1L1 0.0374207010845337 -1.43783804749791 -0.9864884032098 -0.915028887942731 -0.369772834863428
HMGA1L2 -0.0564602334779578 -1.15436110930969 -1.06365437149565 -1.00044731235684 -0.538123102472439
HMGA2 -0.199616025820365 -0.973568382994015 -1.24445461711318 -1.36980823042521 -1.41553628067336
HMGCS1 0.76642875748332 0.551928237882725 -0.385339212534691 -0.932841506986819 -1.09701939296399
hsa-mir-1304 -0.926826828521243 -0.934808145789936 0.0418889069863624 -0.591938188555826 -0.471453818946351
HSP90AA1 -0.68032658508329 -0.674718831201039 -1.05520768648264 -0.605675285345049 -0.791602592157594
HSP90AA6P -0.800990250521302 -0.551021106561362 -1.20361155746935 -0.890788230259174 -0.682081945285985
HSPD1 -0.939759691009578 -1.41122738922502 -1.34427892022096 -0.844184918277938 -0.974852235754288
HSPD1P1 -0.99902149881876 -1.39589626131861 -1.4217926930896 -0.821190263133695 -1.03926054247465
HSPD1P5 -0.92330164705488 -1.41893544076215 -1.20014747889567 -0.568558843045459 -0.813178977499908
HSPD1P6 -1.32273129066453 -1.16146864178231 -0.829650560049844 -1.01288548792224 -1.01624191521248
HSPE1 -0.582983533682886 -1.04845675429311 -1.06641068611891 -0.362959636587833 -0.518011669085341
IFI16 -0.671586447190715 -0.939734638715345 -1.10250347731711 -0.873833662720925 -1.15149986844894
IGFBP2 0.518391156078856 -1.11295188531404 -1.67215234798556 -1.61800443435912 -2.04640585995725
IKZF3 -0.496680321358387 -0.665279281795568 -0.810812961359201 -0.910010398861604 -1.13854065542439
IL17D -0.10882533524158 -1.30218179596196 -0.500797749369233 -0.617344955643518 -0.276599460422255
IL32 0.178255483156522 -0.575243712469945 -0.386202437842365 -0.219287209687266 -1.36301452134798
IL4 -1.05789388806808 -0.784787598242548 -0.640161494799417 -0.171652263642537 -0.438714055027202
IPO4 -0.305824279764487 -1.24877990968548 -0.682685862555999 -0.605737852933899 -0.203618760696652
IRS1 -0.284164303491758 -0.936467291605858 -0.637163688544273 -0.965923652561025 -0.654120863384018
ITGA4 -1.22375246418243 -1.11012415463197 -1.27854599059679 -1.40381000344457 -1.52806970975027
ITGA6 -1.30194963428002 -1.11457753083991 -0.868244734265052 -0.575686349149858 -0.735605736133545
JAZF1 -0.294134411274008 -0.386094553052521 -1.13614221869698 -0.879329730134258 -1.23287853901807
JPH1 -0.437117117201195 -1.29196364816232 -0.655662053468473 -0.698976683355125 -0.52470777170927
KB-1732A1.1 -0.242909774287842 -1.37132073601642 -1.4205900841639 -1.34018395040196 -1.88122858731382
KCNAB2 0.223580260427023 -0.576135262437951 -0.615407591457402 -0.942985336816095 -0.833828668220108
KCNG3 -1.3203472674781 -1.66977859138942 -1.48334345916762 -1.49391866674122 -1.17910144139629
KCNJ14 -0.606965916295753 -1.27117478754476 -0.713072991930664 -0.879644713283017 0.147900118484825
KCTD6 -0.436139116549717 -1.23038935799785 -0.722510460584043 -0.716459034180882 -0.394055905707766
KDM3A -0.494395648508996 -0.589919286547393 -0.90022245053999 -0.953004642178562 -1.14108304653413
KDM5B 0.0357628729632171 0.20236917832806 -0.0309618743190245 -0.486176058937173 -1.12243392106362
KIAA0182 -0.489620339903648 -1.08782423147314 -0.836851934197097 -0.998723918085298 -0.747164202223787
KIAA1045 0.362664863483363 -1.45633221607768 -1.39724763426852 -1.53629655436423 -1.1497297274272
KIAA1462 -1.17027606422418 -0.880261267581176 -1.1564834454067 -0.935059793503372 -0.538905881779376
KIAA1875 0.87429098721382 -0.553839888050293 0.122526975568356 -0.329080461380825 0.17044179574872
KIAA2018 -0.596214548725175 -0.206251659389078 -0.533028380439057 -1.01922299201216 -0.891693359096021
KIF20A -0.483009503390888 -0.795167651025448 -0.929538386892834 -0.965956289602167 -0.551520284061506
KIF3A -1.08895143388161 -0.935257938860735 -0.78682387493749 -0.831830782957096 -1.01043901491622
KIRREL -0.739069312045853 -0.723667962019716 -0.728699229702043 -0.980891828765156 -0.783389932833663
KLF10 -0.348290669028934 -0.623908374319307 -1.10098545739143 -0.992138907265238 -1.68793571874442
KLF15 0.162049250551361 -1.9084273303779 -1.59032740440886 -2.0343976900806 -0.222858002699565
KRT1 -0.927311128435367 -1.20725635301282 -0.98006723009076 -0.737329566250407 -1.42696268292772
LARP4 -0.833805308768165 -0.531613096619214 -0.484427505931052 -0.501378168254833 -0.676871246622821
LCT -1.03551306705594 -1.69458808620603 -1.09350448240339 -1.32376606039994 -1.36678529351476
LDHA -0.420419209235487 -1.16332290661222 -1.27789103643658 -0.865556427836085 -1.34604591441363
LIG4 -0.694070901635866 -0.427369613629329 -0.689916152300662 -0.621195699596249 -1.09850944314284
LL0XNC01-157D4.1 -0.325410923409861 -0.432185231158905 -0.568635342821671 -0.994298854016887 -0.750043944862652
LRCH1 -1.00689765237269 -0.923255354459498 -0.794918980053243 -0.808657458222055 -0.836517421794345
LRMP -0.251915840219301 -0.818330139467901 -1.1233780238642 -0.891547715842817 -1.00467651535545
LRP4 -0.410817574135113 -1.20436929774382 -1.00489371859612 -1.10433447882005 -0.719412174982563
LST1 0.0491370569305921 -0.0601516211040524 -0.798451408136397 -0.796533569763182 -1.45513875467951
LY6E 0.18213347668799 -1.65204084535191 -1.40499831433135 -0.675558830347399 -0.362623708245477
MAFK -0.931753958436535 -1.42127057605408 -0.827311243998696 -1.09329688640346 -0.643089392072761
MAL -0.299244501750785 -1.2812024441628 -0.618332873484092 -0.247636583985696 -0.13548411829829
MCPH1 -0.668545512257793 -1.10434351389641 -0.850642475374343 -0.630674080388598 -0.617885008214857
MIR17HG -0.491515169040623 -1.09316866738755 -1.07460900857944 -1.03443920111357 -0.637929688429134
MKI67 -0.379914178713629 -0.349476222913869 -0.826290447401166 -0.996217869873656 -0.517022312499069
MKI67IP -0.805820134238746 -0.800009046268068 -0.412807935813524 -0.136068477137578 -0.526854909806473
MKNK2 0.170556020913443 -0.321974552658218 -0.498965849529333 -1.02104900836542 -1.28003397285248
MLL -0.430404117595016 -0.34749567967686 -0.630659366577588 -1.06970416401029 -0.615094293735653
MPP6 -1.0175399281386 -1.18230450814362 -0.871062775028087 -0.541661078114186 -0.812713549130247
MTF1 -0.321879698098749 -0.391827170106387 -0.569013893965042 -0.9522843884113 -0.637772942500644
MYC -0.67020353852866 -1.2739957841777 -0.608788850405521 -0.715597665413185 -0.602296827884134
MYO18B 0.428537433531476 -0.0751044805892734 -0.60778378020149 -0.844366276425655 -1.10024824515091
NAA16 -0.481347221109386 -0.867068597497501 -0.926768245247605 -1.01286295321617 -0.620039011442294
NAP1L1P3 -0.501734375261053 -0.467515856313597 -0.621761104748704 -0.300394219070849 -1.06828653604178
NCL -0.615508740003173 -1.14545312652601 -0.955486455286206 -0.641309535128935 -0.694701014378961
NCRNA00182 -0.228698775345184 0.616121213497327 0.0588633362360478 -1.25332021060664 -0.720436445819905
NEDD9 -0.701711433844975 -0.710014699423942 -1.28787049878574 -1.06788355977292 -0.866812721120401
NEK3 -0.465927942374044 -1.76558247621206 -1.64119228982425 -1.50572692956277 -1.45850811895441
NELF 0.0487139294246345 -0.591397578516181 -0.887304377004078 -1.12087937775003 -1.00452696610969
NINJ2 -0.00725091721749953 -0.849955839265242 -0.88413141642672 -0.649971586153257 -1.40353367907873
NLN -0.783637557322649 -1.5308688600109 -0.786226021206569 -0.687388112179156 -0.882664602158235
NOTCH3 -0.0790707266676415 -0.615074481995273 -0.360029572892006 -0.963664132577629 -0.350732606639385
NPM1 -0.585727434183701 -1.15742583072061 -1.12968050819187 -0.578551891806882 -0.826030888086701
NR1D2 -0.906101511544956 -1.18313739539976 -0.653124451779245 -0.290384169602909 -0.550395865527186
NRN1 -0.317250903125946 -1.13939466743071 -1.07574778533093 -1.16818519365122 -1.77617021585389
NT5M 0.294721374902549 -1.28706780650016 -0.299935702350313 -0.416215396872966 0.0286314506973594
NUFIP2 -0.861195677933247 -0.660365948561744 -0.744712669466834 -0.781454914319424 -0.754972995650834
ODC1 -0.685810295033302 -1.49364515373241 -1.03116169238058 -0.766100588286576 -0.722414297635704
ODZ1 -1.42302117026622 -1.4615771102568 -1.401496244857 -1.44690401448367 -1.67917076519481
OR10T2 0.121785995909296 0.135109493715734 -0.00122085165049493 -0.345198978381167 -1.10960031487205
P4HA1 -0.228315418269604 -1.02774500725768 -1.35408881392401 -0.788800206941421 -1.18252197914385
PAICS -0.568673366064853 -1.18614416919527 -0.931309059972968 -0.561004928160514 -0.871500121497122
PDK1 -0.135182217367883 -0.995784266803839 -1.10142659466972 -0.929717916437192 -1.46777055624886
PDSS1 -0.406341092641901 -1.18007078077415 -0.685323596991767 -0.248220997066506 -0.649411503026115
PFDN4 -0.64613054573193 -0.324880111115833 -1.04889706980221 -0.271251868236444 -0.644523610112777
PFKFB4 0.546126243490464 0.323507277881398 -1.38118060539327 -1.84876954771613 -2.11652374262553
PGK1 -0.175062816270964 -0.452571802856499 -0.823744500329926 -0.547416173133706 -1.1601234154761
PLAG1 -0.233645027694643 -0.29086027065268 -0.728738036116285 -0.889930824041607 -1.29413680711042
