time1 time2 time3 time4 time5
PLCL1 -0.849225833388368 -0.857844153621357 -0.885969863584634 -0.673123739368543 -0.628277517096909
PLD6 -1.28589162996469 -1.40361957881028 -0.260638292867122 -0.261415785915483 0.134113870796506
PMAIP1 -0.353681265553846 -1.02843496818719 -1.32318467102153 -1.05107422016489 -1.02986863573856
POLG -0.183625217788554 -0.795594194876488 -0.753152669710362 -1.03163305200536 -1.07892644659649
POU2F1 -0.365726058983342 -0.288431548969253 -0.675248377849052 -0.985396461465759 -0.788283450740932
POU3F2 -0.808565702933022 -1.23408308918139 -1.07143777679419 -1.01316277383732 -1.28029538985927
PPATP1 -0.833582454619711 -0.834408015897738 -0.45636378527206 -0.752542572885839 -0.509907698643015
PRR11 -0.400688018004723 -0.280659983907196 -0.933146201631252 -1.35876921306651 -1.06349147995269
PTPN12 -0.163061718349007 -0.445634332308324 -1.08635387846371 -0.726909109826881 -0.863573759433804
PUS7 -0.653200069823031 -1.4307088733916 -0.400178949592369 -0.153596965507977 -0.454136147121361
RAG1 -1.19485129450353 -0.861915598202256 -0.509036390608691 -0.439628213117054 -0.521689464480536
RAG2 -0.886023099321982 -0.717522508039087 -0.369298021644486 -0.209350215322514 -0.639451885349259
RAPGEF5 -0.903425135632145 -1.60307602348612 -1.44692023469119 -1.17368809189866 -0.818283471460427
RCSD1 -1.01798553416686 -0.820491033814742 -0.547233564157351 -0.562932713045905 -0.960031635888521
REL -1.06823908614899 0.0671476643672235 -0.5336549450678 -1.40000358689512 -0.899585215038116
RFESD -0.865606554785587 -0.805356129649181 -0.498578103754023 0.0113076966222673 -0.610526715212243
RIPK4 -1.03899722759072 -1.31370749732637 -1.10639157615323 -1.48191625108254 -1.18463342696599
RLF -0.349310054651878 -0.593062992068653 -0.826211988663249 -0.7626893444026 -1.04227144545706
RNF165 -0.0880223696615615 -0.653149488257182 -1.4630223751483 -0.687234916674193 -0.576008491122391
RORC -0.828070266062084 -0.699962909481834 -0.643754439236489 -0.678065750361883 -0.708698208395064
RP1-170D19.3 -0.808079578747605 -0.43185593835185 -0.672558080920337 -0.228006323226106 -0.336624582948314
RP1-309F20.2 -0.0530474069738767 -0.204850351185069 -0.337280034948782 -1.3886806102392 -0.451378833448942
RP1-320J15.3 -0.911991125040573 -0.635047752941015 -0.58303897014081 -0.397683474878621 -0.618339364984339
RP1-89D4.1 -0.834118754271195 -0.121670126745109 -0.57141978035241 0.141280004544206 -0.376345318292614
RP11-122G18.6 -0.359181399095824 -0.418497023308132 -0.902585680619743 -1.26071268531116 -0.559496341284869
RP11-1280N14.4 -0.553894974216759 0.00945057168186574 -0.134606118476417 -1.04222327296792 -0.558847441067145
RP11-142L4.2 -0.440668984279094 -0.615976637084563 -0.400186408305473 -0.265711061527354 -1.0684967952658
RP11-144L1.8 -0.610917326505394 -0.450832786351484 -1.63019073205371 -0.59605360076967 -1.01491710471785
RP11-159G9.5 -0.307531322695672 -0.0886403211874836 -0.727614003534343 -0.902333045227788 -1.2184457577825
RP11-172F4.2 -0.434024962924603 -0.325966563080292 0.0720122544570549 0.0863971213140166 -1.08079583067711
RP11-1K11.1 -0.445494107941626 -1.18657117555513 -0.946618394395974 -0.474497451992396 -0.856103991929753
RP11-216F19.1 0.155726960999611 -1.51365494476844 -0.665540185311024 -0.497340146829438 -0.073785765049594
RP11-255H23.2 -0.554519030302549 -0.345703929471321 -0.813265452079209 -1.14336129119449 -0.331900945532581
RP11-274B21.1 -0.337989995742995 -0.044912803971755 -0.330728597521307 -1.17213156194294 -0.416562762859717
RP11-308D16.4 1.04260012152394 0.233487115632751 -0.378384416807205 -0.634671487888575 -0.360706203583392
RP11-309I15.2 -0.518043068210799 -0.855121578487625 -0.645053822898766 -1.0013131452193 -0.880789314171672
RP11-33N11.1 -0.671290789216713 -0.561447270091366 -1.24258623665249 -0.467175031198119 -0.824178575716589
RP11-386C23.1 -0.452455533934884 -0.46661925505542 -0.832604494529411 -0.563666803793632 -1.08222015559169
RP11-395L14.17 -0.451856978284025 -1.20967907314056 -0.867691973713848 -0.397200350315634 -0.739299572883116
RP11-40H20.2 -0.621084542150189 -1.09013503098744 -1.13791621785709 -0.59461331490824 -0.814050003276642
RP11-434N15.1 -0.830580702561772 -0.661714747967543 -1.03938071480572 -0.677045219007709 -0.620931136530606
RP11-439L8.3 -0.0860299669168473 -1.01252649043027 -1.03890079562968 -2.15697808805663 -2.06992424180911
RP11-439L8.4 -0.0037604030281964 -0.617597250102743 -1.36996060793817 -1.80681005258867 -1.69364533076529
RP11-442A17.2 -0.403291077550059 -0.839369695206025 -0.397173808124819 -1.3384772452509 -1.13348818498305
RP11-472G23.4 -1.01828504019029 -0.690600709311082 -0.86976881915105 -0.385514183330763 -0.254887800679451
RP11-497D6.2 -0.837226452426246 -0.478386151829244 -0.527197139263662 -0.218878572789874 -0.369696219991628
RP11-498J9.1 -0.306896005814962 -0.926927133531078 -1.32671322803008 -0.706603076326524 -1.06466093382103
RP11-513M16.2 -0.387214262155587 0.36503454255842 -0.220695059665604 -1.2038627976262 -0.719314942053379
RP11-516A11.1 -0.0724487643837197 -0.0974094001613033 -0.666586484968902 -0.400769563274593 -1.06170836379104
RP11-539L10.2 -0.0700921267852808 -1.16698739916177 -0.421300391966215 -0.255293733562167 -0.827010397160859
RP11-54D18.1 -0.353785472720346 -1.13883137614519 -1.20876602995926 -0.897447862013179 -1.31199045290769
RP11-589O3.1 -0.567813824798305 -1.13544362033301 -1.07924866179633 -0.411593348789152 -0.82026882753494
RP11-645C24.1 -0.332755050118298 -0.95566783747071 -0.336943723643198 -0.954948053852114 -0.452712262099063
RP11-65F13.1 -0.555823234511474 -1.06122303860831 -1.19676850536821 -0.632668657060675 -0.791601033911733
RP11-797H7.1 -0.348572002313998 -0.463429359492174 -0.374384461082798 -1.00380388624585 -0.00465111276158241
RP11-89C21.2 -0.750444946515875 -0.652832504586281 -0.439721827609137 -0.457847431821615 -1.26698004401352
RP11-95M15.2 -1.08398894469633 -0.673425451942831 -0.572041009096282 -0.470021449801827 -0.480995322591889
RP11-98L4.1 -1.01634335965639 -0.664608537400043 -0.372256949075761 -0.929270694632728 -0.830438817672903
RP13-77O11.2 -0.90994612643701 -0.374975577854082 -0.491613469178465 -0.272935155382489 -0.743130029821045
RP3-324O17.4 -0.809240215907021 -0.684554613245221 -0.262036521037896 -0.198135609192897 -0.448469028541253
RP3-370M22.8 -0.47563198799235 -0.304036324637465 -1.2046128813783 -1.7243753792523 -1.49216078384653
RP3-470L14.1 -0.858557220109642 -0.32928901383244 -0.339606657791648 -0.184510139598752 -0.749227087155989
RP3-475N16.1 -0.591620459442436 -1.1161310140445 -0.995790402683745 -0.833249374258219 -0.290175338850463
RP5-1009N12.1 -0.397397275768972 -1.26805722951162 -1.34854600743878 -0.666178131534051 -0.807415857164747
RP5-1043F6.2 -0.74490938581757 -1.2735339741056 -0.132861750559967 -0.281621763274808 -0.439195906179647
RP5-1158H2.2 -0.567049906236415 -0.595393654086154 -1.25980798066387 -0.799947726917007 -0.79960416792471
RPL22L1 -0.686336413864513 -1.08986176304903 -1.21168089286723 -0.32159173961829 -0.818973300556255
RPSAP52 -0.339141939329461 -1.31258872562359 -1.50699367251947 -1.86156921806408 -1.42877291820694
RRM2 -0.48263431373078 -0.727293496627548 -1.05994341023805 -0.825029200987497 -0.710024723421338
RTN4RL2 0.3809331980735 -0.30790679368242 -0.640241357091126 -1.12610013237389 -0.0696335359857891
S100A11 -0.676617593402945 -0.946866768238548 -1.1968292576647 -0.781687281798304 -0.896706995833668
SATB1 -0.273926601864945 -0.477635426026056 -1.1875022936879 -1.26837951301127 -1.11729498795778
SCD 0.320324973230515 -0.000219133663968756 -0.755101489001797 -1.07374201277917 -0.974350541270482
SCDP1 0.404363426815241 0.120526710163418 -0.620322908734816 -1.23756144137585 -0.865134416504493
SCG2 -1.10065549723326 -1.73326633534673 0.440442829595757 -0.655296755601077 -0.269712416826443
SCN9A -1.46705264370691 -2.45537045550839 -3.057727169935 -2.68272949405099 -2.39996452073937
SERINC5 -0.227761686086956 0.105768020544843 -0.736954566509092 -1.09769407857215 -0.915006913138192
SGK196 -0.549907435957717 0.0692201601822544 -0.55539892316417 -1.40386855035297 -0.669956678712139
SH2D1A -1.45605517015124 -2.23643209582525 -1.86672487693974 -1.51020104256714 -1.80742109619922
SKIL -0.882637075792159 -0.409355439832456 -0.728329558641948 -1.40468481617818 -0.51576830856195
SLC16A7 -0.583153999977642 -0.344176078606531 -0.422487957550721 -1.20341354637286 -1.06931068700134
SLC29A1 -1.02895809855685 -1.82590891627837 -1.32851032067529 -1.05956895620657 -0.780608686839331
SLC2A3 0.96432100752803 0.454712210246512 -0.599913000197041 -0.934430337811935 -1.17337291055547
SLC6A18 -0.931898743678366 -1.20335591003581 -0.733787965409995 -0.227769914645479 -0.127302201857612
SLC6A19 -0.702066201948717 -1.4480601675406 -0.71254522443634 -0.383233270645818 -0.340316402664673
SLC7A11 -0.167490544897101 0.131037047414764 -0.671075638614231 -1.23646641652828 -0.659212270210827
SLC7A5 0.0664361925537075 -0.652116105397841 -0.681819095056666 -0.945712437629723 -0.480770078026937
SLC7A5P2 0.350178419931841 0.0183434659271782 -0.0196033328955368 -1.04452954723805 -0.277585686044667
SLFN5 -1.23947275472388 -0.0455900044063887 -0.484925327623176 -0.760922267064399 -0.958315006894046
SLIT1 -0.298861438335853 -1.55812956108192 -1.19706885073155 -1.32845242435646 -0.822802457199135
SMCHD1 -0.181050683382442 -0.349906745577808 -0.846631095024569 -1.31269987587767 -0.931187092331466
SMCR8 -0.413246948159014 -0.192681027043855 -0.421537079267962 -0.954128734952256 -0.493907043053761
SMPD3 -1.04512393844238 -1.13805247527818 -0.678838944099927 -0.859340504168745 -0.310264634629089
SNORA1 -1.54247142700943 -0.8840857459558 -0.659397770440408 -0.688120215486733 -0.986458252571041
SNORA18 -0.20560692726633 -0.821472375009069 -1.24489591769346 -0.583793274279262 -0.555224353565551
SNORA40 -1.22692437191725 -0.939455357385682 -0.522010030071255 -0.661426482414646 -0.947829295244168
SNORA48 -0.827083595897925 -0.692862806330482 -0.320219509222205 -0.52054008847209 -0.17320546023215
SNORA71 -0.092839887577997 -0.887380440983833 -0.242577456988309 -1.20750244401014 0.232658047621949
SNORA73 -0.959550392830853 -1.84184855000357 -0.82732623579041 -0.343854144753021 -0.337209018781918
SNORA9 -0.832918936479315 -0.668947945155427 -0.473041659901376 -0.769860454454031 -0.436786801505326
SNORD100 -1.21356678524571 -1.37507543197437 -0.693866063266975 0.153058458017117 -0.411689471125523
SNORD12 -0.480299591062696 -0.547307709827439 -1.14716163110705 -1.06040385640038 -0.62099697296679
SNORD16 -1.22181080066939 -1.4430385684592 -0.863470429641103 -0.953089384595084 -0.218983687095645
SNORD17 -0.543274484901176 -1.16847754350494 -1.12697238131069 -1.15386649692107 -1.19978157392515
SNORD18 -0.931505070042104 -0.956276850513458 -0.483921754646833 -0.626820744623535 -0.830586841639001
SNORD19 -0.969036345856793 -0.450241154852164 -0.295759227737342 -0.572614505913519 -0.513059582617726
SNORD27 -0.925990001401069 -0.979347638553663 -0.582785831776317 -0.151973166644974 0.0395051328045908
SNORD28 -0.840780615451748 -1.24649701780828 -1.08396363359301 -0.0164007064573702 -0.0937642172297528
SNORD30 -0.632712685211861 -1.24723043164599 -0.229639631310227 0.194716705309465 0.24699131516468
SNORD58 -0.827543105704473 -0.778585823003378 -0.46827229476455 -0.707664943349136 -0.558847441067145
SNORD78 -1.23159263413152 -1.48488510963103 -0.828078945020881 -0.252319245731582 -0.395955076533002
snoU6-77 -0.806218613601726 -0.836447033154971 -0.0549163160231454 -0.408499836114246 -0.146141834140046
SOX5 0.0187686835157288 -1.06348569980647 -2.05984627338718 -1.7427684434276 -0.89482624728552
SSH3 -0.256830288920483 -1.1175947446366 -0.694664786746548 -0.743619110952464 0.149321474599257
STAC 0.185788519143055 -0.241354133506103 -0.805845686725174 -0.972052238661002 -0.274324991376137
STAG2 -0.640732346048377 -0.677494046926249 -1.02115534641879 -0.835458482331961 -1.06295204504308
STRA6 -1.6263645530304 -2.31447909223002 -2.58472664674628 -2.35869207649672 -2.29317545666804
TAB2 -0.805697682283013 -0.783990667314108 -0.906302733108398 -0.808965923787197 -0.915730570032372
TAF1D -0.836633600706029 -0.91665309398851 -0.76703731688964 -0.479324610823236 -0.865412227409314
TAOK1 -0.758437823863068 0.108497963921895 -0.452084256100059 -1.15496362776924 -0.875470790005659
TBRG1 -0.787251137532867 -1.26330058038341 -0.712069543578509 -0.772189047945002 -0.902121825601546
TET3 -0.188302678750944 0.13524568389021 -0.0333251447409174 -1.041551430905 0.0754025893660802
TFAP4 -0.80667071409971 -1.23335473413121 -0.534217556660753 -0.613932725491369 -0.386268839003507
TGFBR1 -0.329970518045417 -0.330045964578577 -1.31788161380821 -1.29666758387021 -1.36444646888971
THEMIS -0.810902625179124 -0.92611678006806 -1.31170493384857 -1.01518770475304 -1.44822996715525
THNSL1 -0.742103155892276 -1.11102593697083 -0.536680274589253 -0.0990980920477783 -0.642469986860929
TINAGL1 -0.11919622062712 -1.25593667732468 -0.924147116761724 -1.62570010736968 -1.45648739185276
TLE1 -0.0307623907123849 -0.606607354195861 -0.770020204527766 -1.22845060579125 -0.693380593944757
TMEM107 0.280864501134665 -0.449899835787419 -0.793052685335596 -0.270992555427228 -1.06541333535192
TMPPE 0.155328850553394 0.217287475444509 -0.133198016822683 -0.943114145171466 -0.642352965790456
TRIM36 -1.39552328293663 -1.63601711465519 -2.16987655599955 -1.65129823640724 -1.51469676307549
TSHR -1.08265236848189 -1.88410095706985 -2.05685064507419 -2.18532058120731 -1.75870379599255
U1 0.1891361979061 -1.11813234957236 -1.53422654212598 -1.51949711017737 -1.62668237343956
U2 -0.290969389948565 -0.664348624525131 -0.817754679141841 -1.21393892038182 -1.12216027225452
U5 -1.01914108730945 -1.0237692750246 -1.93701553494934 -1.32687740530157 -1.49595826217474
U66061.31 -0.359598349227081 -0.294913545472094 -0.752001014489523 -1.02806714741041 -0.541818387392336
UBTF -0.453935095580764 -1.15620287759567 -0.640028405867867 -0.419829334297503 -0.0573528977988751
UHRF1 -0.187026708361458 -0.952061259709016 -0.827745004263229 -0.931720863444023 -0.427853039070344
UNC93B1 0.449857461605068 -1.18300019438977 -0.115930046235725 -0.110525005703771 0.100983897397884
UNG -0.330244618621225 -1.13640294785309 -0.605303875696897 -0.343873057207874 -0.323195588905626
VANGL1 -0.826716916268993 -0.654953633891575 -0.526483670369816 -0.408295095587295 -0.327459557189918
VDAC1 -0.691716940406783 -1.14633854700155 -0.937777729507223 -0.428889177987435 -0.689732228029884
VDAC1LP -0.53717113792754 -1.11531841751308 -0.941333014813165 -0.55738336585703 -0.625028198779722
VDAC1P6 -0.378646820114226 -1.21718478804844 -0.771217669949275 -0.668541708783223 -0.486481300056406
VEGFA 0.237624049543693 -0.421952214920165 -0.923874713747544 -1.39359228090105 -0.898230529189753
VKORC1L1 -0.802717748109325 -0.897598322933263 -0.577443206664667 -0.284943595587389 -0.405106258696139
WASF3 -0.325411663421066 -0.991350857124906 -0.942489065157806 -1.01148998523045 -0.46235235126515
WDR43 -0.885651054845052 -1.10185753164918 -0.727695274903126 -0.597607514144248 -0.828880474463504
WT1 -1.53968152585301 -0.997071620409929 -1.08792694043421 -0.271122276622874 -1.58514421112909
Z83851.3 -0.13992389126203 -1.35924477292959 -0.423689643497115 -0.635989467215336 0.17044179574872
Z83851.4 -0.529789156959689 -1.61125345112277 -0.52010549562646 -0.303943070270185 -0.1453773396976
ZBTB46 -0.322551026476602 -0.321611456915693 -0.248882768740093 -1.17704511892563 -0.450552834483875
ZC3HAV1L -0.135823030118846 -0.232947774161796 -0.322280318088923 -1.11094996962407 -0.742523121908703
ZDHHC20 -0.629567811970701 -0.0545311438700615 -0.50420721544532 -0.947085797711114 -0.601163909308287
ZFP36L2 0.18139724179123 -0.518313521236545 -0.235273074164593 -0.857330562377097 -1.07289601823617
ZNF121 -0.877461460061202 -0.417913123862724 -0.591935474313146 -1.09516324907776 -1.18296629388811
ZNF160 -0.153404745661879 -0.312387306407609 -0.471335485618625 -0.498759274436055 -1.04229291402968
ZNF192 -0.609756676077262 0.05498950594178 -0.590138845674211 -1.31586192296573 -0.995883050428713
ZNF525 -1.32839104545781 -0.159282526306522 -0.525449177039941 -0.0558164646719993 -0.605291586600083
ZNF724P -0.840466229379747 -0.269714313192766 -0.667835706639099 -0.855309346252169 -0.99203216527804
