mock6h	mock12h	mock18h	mock24h	mock24h_r	mock30h	HIV6h	HIV12h	HIV18h	HIV24h	HIV24h_r	HIV30h
PDLIM7	600.921311037558	404.43785943907	479.311679347984	729.510858827721	654.292950694562	711.133923859271	845.275615282778	697.660134886457	1100.97910885174	938.935837866675	1383.66610268083	1337.39918793587
PDP1	17137.0834334962	10824.4147931147	10132.6332139041	8561.66005544715	9206.18769277311	10192.5318956029	21389.8040700118	19744.0362393074	17502.6022762793	16880.6191569084	14101.0894172091	15733.9447015366
PDP2	2710.89577490536	2678.54255521741	2883.10320771571	2723.94446750807	2694.04504104512	2960.80841946892	2477.21313127322	2788.5390318603	2431.59524739345	2382.82523802901	1485.07769415391	2139.4833337325
PDPK1	7198.47210800217	6215.82232184137	6445.86565154644	6712.81168486877	6438.67974184338	5893.08896056048	6688.140320728	6491.49837662718	6692.81009864756	6797.79475006384	4555.08314511174	6131.69556905402
PDPR	3937.69980108116	3367.10444811476	4221.40460227917	4080.495934678	3680.33235419367	3665.84294930237	3590.91395165025	3465.64298046561	3964.01098988462	3782.11898655462	2251.29860750608	3563.38753807523
PDRG1	3314.66320140026	3679.73297374424	3114.89739080831	2999.12581351586	3261.99996440621	2946.18114706574	3139.74318135153	2955.92998574714	2507.2700988745	2652.92343001742	2904.83997477705	2805.91420174968
PDS5A	25609.0965776108	29123.4097091658	30596.339427425	29525.9343421327	30011.8625824217	32352.8495864263	19902.1599084862	21987.979837358	22809.7516819321	25757.6781147829	20655.9659206056	22976.3730554664
PDS5B	8538.75015405114	8332.15187384408	9123.4223262005	9223.1051256677	9014.83370425719	10542.6112817858	6901.5319012747	6770.4832997719	6532.45148479487	7672.87923501071	6234.00838172163	7226.02603812048
PDSS1	2273.05733973442	4041.05753140324	3894.22186647356	3334.05601446725	3659.97554690474	3460.08598416426	1715.10034360645	1783.43929523349	2421.68544541379	2747.16329762708	3148.63753811638	2205.9443355976
PDSS2	767.920811982955	1006.32081532387	886.620799432515	725.303192986624	782.540836614808	968.573918155303	694.885358516536	936.682352823964	926.206237574086	862.365945433824	802.854260607727	796.606926184216
PDXDC1	9092.20362833813	10558.5344582335	10553.2967313684	10293.535315643	10441.845895211	9845.37796390071	8683.85967403138	9852.88969386821	10808.0805934739	11141.2429340021	9871.50900112478	10127.5495031079
PDXDC2P	357.915626969577	309.967557301811	315.243368681616	343.247134614945	305.173705689452	320.098174947494	420.524754956499	314.621375541808	374.860891069326	263.269644200968	253.797563339327	353.230105522511
PDXK	3869.18718530869	5213.65798267396	4880.53950152604	5092.86033604612	5145.00463863202	4196.32536179117	5584.60100418652	7001.21137134564	7865.77029660376	7405.30532519041	8286.82483941917	7726.75961381645
PDXP	532.408695265088	694.666210334979	674.858212409645	840.593237032703	858.878863948287	454.669081056784	605.464124763635	634.323017199547	974.85435638333	705.860451010634	1046.65182394705	735.608472417616
PDZD11	2034.33369415221	1887.71899505809	2116.17924390315	2028.83807055872	1987.66382811933	2454.70479431876	2062.6237747825	2783.26093871973	2213.57960384092	2770.72326452949	2929.42460301295	3045.35589340066
PDZD8	5378.60575154593	5548.68668303702	5619.80078505182	5416.85060581065	5441.19618468592	5622.97199684835	4328.63913011168	5009.86223073695	4792.83079181988	5422.90239583	3823.69045509376	4252.5790231695
PEA15	1380.25231544941	1554.63813597621	1629.69762506682	1689.70020376624	1837.02345418126	1751.6205674724	1652.099019826	1977.22071482321	1900.06950484802	2635.2534548406	2502.26668741421	2762.21381696168
PEBP1	12440.7577242176	16163.4477448307	14882.0292534846	13827.9746221651	15036.377300322	11844.4385256691	13067.5324286906	14450.1088193098	16341.3536624809	17359.391341461	20433.6799069727	16129.9794386779
PECI	3293.25300897136	3414.82655950368	3816.0032532489	4332.95588514387	4404.01685331505	5970.12592855057	4554.22451526106	5273.01287445994	4406.34851461312	5712.35341777397	6153.08398044514	5935.04383750796
PECR	705.831253939153	704.405416740882	858.958119145744	895.292892966975	920.967126179516	1182.13209524179	977.375165145019	1150.82213167019	1003.68287123325	1201.46118335074	1254.59680444236	1544.97601567892
PEF1	6397.73091116144	7142.02085104274	7126.9399179173	7261.49131054792	7542.01869690326	6663.45864046149	7096.63277491739	7046.45216969344	6592.81118776189	7317.79687669571	8037.90547853069	7648.46309107127
PELI1	1846.99451039937	2599.6549833296	3033.81712100226	2992.39354817011	3049.27132823691	3412.30356098052	2009.7839548376	2200.40865333899	2346.91148502181	2590.65780320389	2123.25366877744	2544.6223177047
PELI2	7075.36350153601	7106.95970798151	7647.76141573031	7570.3339832845	7404.610247703	9820.99917656205	8687.92427556561	7814.79172830013	7436.94613821118	7833.59186638076	6961.30363370031	7543.76425251666
PELI3	162.012366245169	203.810207477469	286.626802867714	351.66246629714	397.797178854073	277.191509231489	203.068572875581	140.444301902804	323.510098992903	337.315254465703	488.375891090192	427.884929535365
PELO	2645.59468799723	3555.07113174868	3629.99557545854	3238.96276645844	3534.78118207784	3110.00659798139	3099.0971660093	3610.41353517855	3497.34940575151	3579.33498571597	4219.09322588779	3860.18598476047
PELP1	9511.84339994451	13664.367381076	13419.7227403942	12914.9111346469	13362.0299008077	8284.16042273424	9021.22160137186	8390.1038806229	9863.94673213898	10020.4616513586	10290.4720406449	8874.80513918486
PEMT	1203.61822791101	1765.97891498431	1560.06398158633	1446.49711815078	1444.13707350496	970.524221142395	1515.93486842953	1478.81791969169	2151.41811869577	1667.61195706282	2109.93699514966	1499.45478152474
PEPD	2111.41038689624	2263.65236232595	2245.90767559283	2143.28658143658	2321.51546765774	1640.45329720821	2318.69367143853	2391.92803301131	2640.60198005539	2525.02646683287	2629.28726663302	2221.42155521002
PER1	1612.55290330294	2919.10095344322	2807.74625107243	2921.70476203967	2665.54551084062	2214.81752690655	1778.1016673869	2069.21033813039	2509.97277214168	2221.27117926958	2205.20242956377	2132.19993626783
PER2	5023.19655722624	4811.42875811017	3568.94690172222	3116.09892389838	3066.5746144325	2253.82358664838	4001.43870660675	2578.92333284886	2924.38267310931	2424.89660749761	1987.01385397017	2245.0925969702
PER3	340.787473026459	213.549413883372	258.010237053813	247.312353437915	197.282627058135	284.017569686307	229.488482848029	135.166208762228	164.052376229271	179.12690526377	167.751364513682	240.337444820147
PERP	704.760744317709	580.717495385914	726.368030874667	621.794613295618	742.845062401399	797.922406784827	959.084458241016	847.708782739972	771.252970255755	877.51163844252	968.800501200041	1067.91348174312
PES1	14737.0008622168	19826.3632740908	18046.067546975	16247.3824807964	16910.2214112678	11240.8197511644	13813.3868102205	13822.7697488871	14281.9166328895	13474.5210847306	15858.8903360759	11060.7348032685
PET112L	1066.59299636607	1326.74070607808	1452.27491702063	1441.44791914147	1465.51172115833	1287.44845654471	906.24463829612	1317.45907225122	1287.46356428717	1361.33238733141	1434.88407817228	1302.80304997869
PEX1	3247.22109524924	3041.81495415759	3382.93922393186	3196.88610804746	3162.25160869046	4258.73505737808	2885.70558546261	2944.61978616019	3422.57544535952	3825.87321080196	2865.91431340354	3320.30414769191
PEX10	1891.95591450005	1549.76853277326	1706.96235276436	1623.21908347689	1748.47134247443	1257.2187602448	2082.94678245361	1400.40053588885	2212.67871275186	1845.15313622031	2503.29104692404	1923.71268384169
PEX11B	3677.56596307006	3401.19167053542	3340.96826073814	3232.23050111268	3186.67977743717	3376.22295571934	3674.23828310182	3725.02355765962	2736.09643549576	3445.54803080583	3156.83241419501	3113.63774463194
PEX12	1208.97077601823	1245.90529290909	1033.51917061054	1088.00398848925	1054.30421392199	1234.79027589325	1158.24993341793	1242.05774167157	919.899999950665	1309.16388919035	1194.15959336244	1089.76367413713
PEX13	1503.36092191557	1447.50686551128	1416.02726698969	1459.9616488423	1340.31735633143	1580.96905610193	1389.93222086863	1323.4911786976	1132.51029696884	1204.82689290822	1166.50188659706	1215.40228040266
PEX14	1463.75206592211	1960.76304310237	2034.14508856996	2134.87124975438	2375.4610069734	1589.74541954384	1672.42202749711	2128.77738928832	2224.39029690964	2081.59423263384	2497.14488986507	2055.72426288881
PEX16	1800.96259667724	1946.15423349351	2052.26891358544	2030.52113689516	2047.71640962167	1334.2557282349	2615.40958343679	2455.26515069822	2755.91603945508	2298.68249909181	2863.86559438388	2328.85166781389
PEX19	5404.2979824606	6005.45546347386	6761.60176102649	6467.08399974866	6419.34077491889	6916.99802878334	4956.62006714911	6403.27881984899	6210.83336600043	6614.36357918074	5904.16461955667	6765.35114848018
PEX2	3131.60605613318	3081.7457004218	3594.70181095473	3440.08919366292	3434.01498599764	4560.05686888367	3527.91262786981	3685.8148657582	3403.65673248926	3848.59175031501	4211.92270931898	4119.6570194393
PEX26	5348.63148214547	6533.32045067381	7235.68286801013	7494.59599814473	7324.20085891173	6811.6816674804	4932.23245794377	5045.30085610939	5646.87554424883	5447.30379012178	4293.87147010531	5270.43381885695
PEX3	2218.46134904073	2512.97604631706	2304.09469274777	2153.38497945521	2340.85443458222	2801.85872602099	2326.82287450698	2029.24763292317	2237.00277215648	2534.28216811596	2625.1898285937	2380.74587474965
PEX5	8605.12175058072	10153.383471748	8928.82967866596	8439.63774605532	8854.01492667466	6609.82530831647	7017.37304500005	6786.31757919363	8241.44188074182	7928.67316137977	7882.20283303667	6673.39825548875
PEX5L	988.445794000594	943.989894326096	1345.43973798207	916.331222172463	1009.51923788635	1001.72906893585	1013.95657895302	1228.48550216723	1164.942376175	959.130095211603	744.465768547467	670.968319918682
PEX6	5750.0725901873	6258.67483002735	6072.89641043859	6234.82084532006	6269.71824134528	4727.78292577351	5686.2160425421	4334.26630874324	5520.75079178042	4850.73177105705	6103.91472397334	4599.45082742435
PEX7	248.723645582202	251.532318866394	273.272405487894	245.629287101476	279.727696578292	263.53938832185	249.811490519143	242.990111491135	290.17712869768	342.363818801935	362.379671381212	355.050954888678
PFAS	9795.52844962738	14738.601847647	15011.7576851743	13153.9065544213	13825.1472666308	8332.9179974115	8880.99284844118	7316.3889331686	10744.1173261507	10313.27838286	8614.61988256448	7651.19436512052
PFDN1	7037.89566478545	7821.81745817479	7194.66579034353	7346.48616053811	7412.75297061856	7723.44831394552	7295.79825009431	8429.31257252432	7934.23801937233	8944.27602035176	9249.72277865852	8241.14955975869
PFDN2	4562.87742000495	6034.67308269158	5517.73503364891	5178.69671920452	5348.5727115213	4542.50414199986	4227.02409175612	4052.26533237533	3775.72475227107	4653.83776194401	6017.86852514769	4490.19986545432
PFDN4	2897.16444903676	3151.8679865443	3392.47807920315	3164.0663144869	3436.05066672654	4080.28233405924	1851.26449500291	2516.34022846775	1639.71198010966	2769.88183714012	2694.84627526208	2610.17289488671
PFDN5	13483.4340955049	14388.9643376752	12885.5468452014	12416.7234990609	12092.7829663431	13337.3954622874	12909.0129688559	15023.1589317152	10072.9534648009	13709.2793263653	15515.7299002831	13507.9563513972
PFDN6	3628.3225204836	6220.69192504433	5643.64792323007	5307.45129394211	5290.55581074785	5207.55746059794	3576.68784628048	5262.4566881788	4894.63148488367	6033.77868051406	7673.23349303152	5373.3118080454
PFKFB2	2754.7866693846	1987.0589003983	2116.17924390315	1680.44333891582	1715.90045081214	1866.68844371078	2152.0450085354	1300.8707795237	1489.26316823663	1384.05092684446	895.046616492345	1138.92660702364
PFKFB3	3220.45835471311	5238.00599868871	6697.69143070877	10210.2235319892	6331.80650357651	13047.7754687044	4566.41831986373	4915.61056751238	4485.6269304504	4688.33628490825	4328.6996934395	6546.84922454014
PFKFB4	386.819386748588	300.228350895909	868.496974417045	2268.67502350129	982.037548046299	4003.24536606914	564.818109421408	375.696453311329	333.419900972563	421.457993402902	407.451489813692	923.155957132835
PFKL	4637.81309350609	5478.56439691451	8276.371978109	10576.2904601647	9778.21397759197	8314.39011903415	6421.90892023641	6714.68631514296	10640.5148509088	9948.09889587257	12577.8668260933	11602.4374897033
PFKM	3701.11717474185	5806.77565279345	8912.61362470476	8628.1411757365	9125.77830398184	7354.84104938529	4285.96081400235	5714.11065835093	8089.19128669066	9349.00259463969	9293.77023758116	8556.15650010559
PFKP	13096.9801221633	20677.5699139667	22522.6523257963	24805.7748015893	23430.5067859113	20299.0019747093	16107.8543762893	14930.4152951022	17308.9106921314	16485.1482839035	18383.9365278047	17612.150822738
PFN1	36490.8268795977	58234.8715770502	55559.5236724184	59777.3686732893	62136.9401650786	47357.5056176121	42021.7214577265	51598.8363692944	51992.3167298548	48630.1988400817	62827.82258076	46736.6364345818
PFN2	5770.41227299475	6061.9428606281	6235.0569500507	6415.75047648727	6283.96800644753	7742.95134381643	6047.96557908792	6517.13482902425	6684.70207884602	7967.3788212909	7393.58334684818	7487.31792216548
PGAM1	4026.55209966108	6732.00026135423	7428.36774449039	8502.75273367177	7750.67597161478	9818.07372208142	4084.76303805833	4479.79087676198	4660.39980172806	5493.58229653724	6271.90968358531	6138.0685418356
PGAP1	3848.84750250124	2855.79611180485	3202.65485930428	2862.7974402643	2990.23658709902	3568.32779994782	3397.84537877467	3077.32612798038	3243.29811863657	2859.07314041355	2081.25492887445	2646.58988221006
PGAP2	2603.84481276088	2044.52021819313	2578.81372456122	2676.81861008778	2675.72391448509	2345.48782704166	3434.42679258268	2411.53237896203	2737.89821767388	3212.47264394979	3494.87105243861	3243.82847431289
PGAP3	1306.38715156971	1116.37384771058	753.076825634308	731.193925164161	839.539897023805	536.581806514613	1627.71141062066	1587.39583572639	1316.29207913709	1082.81992144928	1251.52372591287	1014.19842544119
PGBD1	1678.92449983252	1481.59408793194	1374.05630379597	1342.98853845978	1386.12017273152	1456.14966492809	1615.51760601799	1773.63712225814	1287.46356428717	1348.71097649083	1399.03149532826	1472.14204103224
PGBD2	836.433427755425	1158.25243525596	1045.91968246323	1061.91646027445	1068.55397902424	1057.31270406795	794.468096104994	1406.43264233522	1315.39118804803	1229.22828720001	1126.55186571372	1307.35517339411
PGBD4	591.286724444554	470.664462999211	580.423545223769	499.772303903783	525.027224409872	610.693320024076	694.885358516536	657.69742967924	778.460098968235	683.141911497591	468.913060403439	590.850947807326
PGD	18216.1571319126	18456.0569327803	19010.4458149034	21081.9905322177	21430.4504697742	20998.1855955815	20221.2311289227	18781.1612478052	17189.0921772864	18856.2906671538	20297.4400921654	18884.9245296889
PGGT1B	1702.47571150431	1799.09221676438	1806.16644758588	1746.92445920517	1836.00561381682	2089.99813573272	1426.51363467663	1732.92040374513	1337.91346527454	1471.55937533914	1584.44056660733	1305.53432402794
PGK1	121208.8173015	109862.404734742	114115.694526351	129528.686854335	108883.294583008	181948.889908266	107358.15881959	80280.7485084896	64472.3609866039	81149.6845845301	81369.7540681766	81417.4438872849
PGLS	2930.35024730156	3032.07574775169	3456.38840952087	3803.63152233377	3858.45441797179	2650.71024452143	3745.36880995072	2771.95073913278	3747.79712851021	3059.33285908408	4504.88952913011	2953.40300040923
PGM1	2692.6971113408	4675.07986842752	5906.92032871796	6318.1326289738	5897.1886679579	6697.58894273557	3036.09584222885	3927.85313691889	4850.48782151973	5892.41887909957	6118.25575711095	6701.62142066435
PGM2	7500.35582124962	9160.95833898645	9507.83819363391	9425.91461920864	9811.80270961871	9975.07311254228	6871.04738976803	8573.32911393146	8588.28495002994	10074.3130042783	9273.28304738459	8527.93333493
PGM2L1	4181.77599477058	2269.49588616949	2037.96063067848	1944.68475373676	1899.11171641249	2521.99024737341	4001.43870660675	2584.20142598944	1951.42029692444	1954.53869683867	1725.80217896375	1969.23391799587
PGM3	1659.65532664652	1347.19303953048	1297.74546162557	1224.33236174082	1286.37181701577	1383.01330291217	1450.90124388197	1351.38967101207	1324.40009893863	1283.07964011982	1310.93657748296	1404.77061448405
PGP	2536.40270660985	3168.42463743434	3136.8367579323	3724.52740452113	4019.27319555432	2371.81691736739	2849.1241716546	2348.19526127511	3691.04098989943	3490.98510983192	5234.23350012843	3837.42536768338
PGPEP1	6248.93007378059	4866.94223462381	4706.93233558836	4749.51480341254	4528.19337777751	5257.29018676876	6856.82128439825	9930.55306436525	7988.29148471593	7441.48670293339	6162.3032160336	7069.4329926301
PGPEP1L	368.620723184025	400.542176876709	364.845416092378	376.908461343727	350.976522089539	339.601204818406	741.628276160098	612.456631331447	873.954554408603	689.031903223195	964.703063160725	680.982991432601
PGRMC1	5971.66808182638	6220.69192504433	6739.6623939025	7619.14290704125	7978.67221325076	8349.4955728018	5763.44347169232	5231.54214264113	5287.41999971386	6260.9640756445	7297.29355292425	6278.27394303047
PGRMC2	4265.27574524329	5162.04018872267	4749.85718430922	4842.92498508492	4797.9210743558	6074.46713835995	3200.71220436487	3608.90550856695	3914.46197998632	4588.20642557299	4709.76143109593	4468.34967306031
PGS1	3988.01375328907	4301.09434244085	3666.24322548948	3901.24936984723	3774.99150808718	2978.36114635274	4292.05771630368	4076.39375816081	3605.45633643872	3361.40529186863	3408.82485361297	3400.42151980327
PHACTR2	745.440109932613	1214.7398324102	1623.02042637691	1629.10981565443	1396.29857637598	1759.42177942077	914.373841364565	2810.4054177284	2686.54742559745	2730.33474983964	1876.38302690863	2333.40379122931
PHACTR4	5876.39272551778	6099.92576561113	6001.35499590384	5995.82542554572	5723.13796563757	5270.9423076784	5568.34259804963	5833.24476066679	5563.09267296624	5236.10551538942	3864.66483548692	4929.02456270059
PHAX	4961.10699918245	5494.14712716396	5001.68296347155	4734.3672063846	5135.844075352	5414.2895772296	3885.5975628814	4857.55154296605	3855.00316810836	4849.0489162783	4438.30616099121	4258.95199595109
PHB	9068.65241666632	16365.0493174329	16639.0863944581	15541.3361526601	16599.7801001116	11496.3094424734	8277.3995206091	11618.7888560437	11845.9071280711	14089.6045063615	16734.7177169798	13140.1447794315
PHB2	16082.631456373	21069.086011484	22217.4089571147	22297.1644271268	22294.5969391892	18627.5923147722	17264.2335127757	17172.0968532354	18996.2797019409	19308.1371752465	22585.8592371236	18264.0148958258
PHC1	440.34486782083	544.682431684073	564.207491262559	588.974819735055	556.58027570771	633.121804375624	457.106168764504	720.280534060354	590.173861354682	553.562093534304	435.109196579078	529.852494040726
PHC1B	607.344368766227	611.882955884804	767.38510854126	760.647586051845	675.667598347937	659.450894701355	568.882710955631	818.302263813906	806.387722729097	739.517546585514	571.349011386349	638.193031327672
PHC2	7963.88648733525	7424.45783681393	7141.24820082425	7628.39977189165	7129.79334930247	6373.83864687843	9088.28752668654	7209.31904374549	7445.95504910178	7248.79983076721	7630.21039361871	7217.83221597272
PHC3	2582.43462033198	1852.65785199684	2478.65574421257	2411.73566209862	2134.23284059961	2299.65570684502	2460.95472513633	2630.95025094882	2164.93148503168	1973.89152679422	1195.18395287227	1701.5690611693
PHF1	2806.17113121395	2258.782759123	2710.44992730517	3338.26368030835	3426.89010344652	3232.87568616814	3119.42017368042	3096.1764606253	2948.70673251393	3252.86115863964	3454.92103155528	4380.0384788012
PHF10	17616.6717439035	17740.2252619464	18127.147816781	17872.3830286283	18532.6589521953	20712.4662079726	13701.6102680294	13284.4042485483	12705.3572270344	16281.5228556755	14275.2305338801	15541.8450934059
PHF11	1585.79016276682	1318.94934095336	1250.05118526906	1267.25055332002	1213.08731077563	1735.04299208213	1930.52422492026	2312.00262259688	2114.48158404431	2024.37717015654	1966.52666377359	1987.44241165754
PHF12	5864.61711968189	6821.60096028855	7400.70506420363	7345.64462736989	7374.07503676961	7084.72408567318	5765.47577245943	5704.30848537558	5615.34435613172	5820.89755100296	4670.83576972242	6211.81294116537
PHF13	1914.43661655039	2258.782759123	2936.52079723499	3425.78312980318	3390.24785032645	3768.23385612466	1895.97511187936	1879.19898506966	2367.63198007019	2680.69053386669	2876.15790850183	3301.18522934716
PHF14	14121.457829886	13767.6029689786	11923.0763483272	11147.6914813858	11590.987666671	12910.2791081145	12898.8514650204	12096.079278613	10093.6739598493	11685.6464549257	11196.0058473338	10545.4344326432
PHF15	6094.77668829254	6597.59921295276	7621.05262097067	7817.74473474104	7924.7266739351	6805.83075851913	6106.90230133414	6714.68631514296	6258.58059372061	6857.53609470925	5802.75302808359	6497.68629165362
PHF16	3411.0090673303	4677.0277097087	5425.20813751729	5299.87749542814	5244.75299434776	6024.73441218914	3279.97193428222	3859.99193939721	3972.11900968616	4802.77040986285	3372.97227076895	4471.99137179264
PHF17	8495.92976919333	8958.38284574364	9033.75708665028	8389.98728913036	8536.44873296738	8436.28405572734	6241.0341519635	5258.68662164982	6013.53821749627	6092.67859777011	5497.49389415451	5648.26006233663
PHF19	5304.74058766623	4248.50262784897	4909.15606733994	6460.35173440292	5895.15298722901	7323.63620159185	5732.95896018566	4569.51846015176	4181.1257423481	5259.66548229183	5645.0016635699	6348.37664362791
PHF2	7300.17052203943	7645.53782222794	7670.65466838142	7730.22528524622	7668.23090209462	6111.52289511468	8021.32962395307	8789.73093269508	9305.39425692174	8888.74181265322	6940.81644350371	8454.18893560022
PHF20	7056.09432835	7082.61169196673	7539.97235116461	7475.24073527568	7309.95109380948	8040.37254934785	5606.95631262475	5432.86369528882	5946.87227690582	6289.57260688314	5083.65265218356	6184.50020067287
PHF20L1	17264.4740784481	13766.629048338	12583.1651331012	11942.0987921851	12020.5163004674	14265.7396841428	13150.8567601422	13773.0048707045	11841.4026726258	11869.0776258088	9111.43424483159	10452.5711149687
PHF21A	2311.59568610643	2284.10469577835	2428.09981127467	2844.28371056347	2566.81499548932	3110.00659798139	2448.76092053366	3216.06457624695	2791.95168301748	2940.69159718264	2460.26794751122	3444.12190459128
PHF21B	2929.27973768011	2829.50025450891	2544.47384558454	2821.56231502154	2671.6525530273	2201.16540599692	3617.3338616227	2961.96209219351	3455.00752456569	2709.29906510534	2889.47458212961	2763.12424164476
PHF23	3277.19536464968	3981.64837232723	3426.81795817984	3640.37408769918	3617.226251598	3445.45871176107	3011.70823302352	3661.68643997271	3188.34376220391	3143.47559802129	3404.72741557365	3108.17519653343
PHF3	7132.10051147259	7583.20690123015	9189.24042757247	8959.70524401499	8020.40366819306	10095.9918977419	4379.44664928947	5681.68808620168	5545.07485118504	6313.97400117494	3939.44307970444	5335.98439603897
PHF5A	6575.43550832128	8492.84877954148	8235.35490044241	8237.66978568261	8757.32009205225	8439.20951020798	5448.43685279006	5951.62484967685	5011.74732646148	6862.58465904548	6538.24315614089	6270.9905455658
PHF6	12815.4360917233	16166.3695067524	15482.9771355765	14927.0169398599	15343.7650903848	18470.5929243113	9653.26713994352	13184.8744921832	10981.9525736625	12737.4306916407	10032.3334441679	11006.1093222835
PHF7	760.427244632841	421.968430969696	682.489296626685	934.003418705074	758.112667868094	1053.41209809377	1109.47471500726	689.365988522695	1204.58158409365	965.861514326579	905.290211590637	1033.31734378595
PHF8	7263.77319491031	7893.88758557846	7383.53512471529	6748.99761110221	6929.27879750653	5997.43017036986	7931.90839020017	10861.759497024	8590.98762329711	8058.25297934306	6066.01342210966	7500.97429241172
PHGDH	26021.242781867	18866.0775224687	20123.6302250642	23957.509368024	24116.5311915482	21038.1668068168	28823.9602761052	17223.3697580295	14668.3989100963	17691.7551602629	20077.2027975522	20669.3569085327
PHIP	6458.74995958379	4877.65536167031	6718.67691230564	6577.32484478543	5524.65909457052	6524.98712837802	4643.64574901395	5383.09881710624	5523.45346504759	5126.71995477107	2080.23056936462	3983.09331697675
PHKA1	2671.2869189119	3348.59995594353	4066.8751468841	3886.10177281928	3680.33235419367	3610.25931417028	2501.60074047856	2792.30909838928	3609.05990079496	4570.53645039618	4028.56235705957	4110.55277260846
PHKA2	6392.37836305421	4864.02047270205	5089.44043196752	4978.41182516827	4831.50980638253	4459.61626504847	8409.49907047135	8687.18512310675	8392.7915837039	7332.94256970441	6188.93656328916	7205.99669509264
PHKB	6380.60275721832	8054.58449127586	9773.97225570319	9725.50042709478	9621.46656146724	10859.5355171881	5186.27005383269	7364.64578473959	7696.40277186047	9635.92933441555	8470.18519167858	9953.65838863889
PHKG2	2127.46803121792	2097.11193278501	2067.53108201952	2165.16644381029	2279.78401271544	1879.36541312687	2422.34101056121	2009.64328697246	2238.8045543346	2354.21670679036	2919.18100791466	2790.43698213726
PHLDA1	292.614540061441	246.662715663442	208.40818964305	216.175626213792	212.550232524831	202.104844228479	642.04553857164	624.520844224192	482.967821756534	336.473827076332	489.400250600021	338.663310593174
PHLDA3	171.646952838173	173.61866761917	135.912889581166	172.415901466375	153.515491386941	135.79454266738	420.524754956499	577.772019264805	523.507920764237	480.357910658941	775.196553842341	518.01697316064
PHLDB1	239.089058989198	286.593461927645	439.248487208522	513.236834595295	410.01126322743	441.016960147146	312.812814299596	556.659646702502	718.100396001211	741.200401364258	688.125995506867	810.26329643047
PHLDB2	439.274358199385	383.011605346084	496.481618836325	556.155026174493	453.778398898625	711.133923859271	674.562350845422	1191.5388501832	1106.3844553861	1089.55134056426	715.783702272253	1324.65324237269
PHLDB3	750.792658039837	1140.72186372533	1079.30567591279	1086.32092215281	1103.16055141542	739.413317172093	1097.28091040459	1364.20789721061	1575.74871278639	1283.92106750919	1527.0764340569	1292.78837846477
PHLPP1	2768.70329446338	3369.05228939594	3757.81623609397	3966.04742380014	3803.49103829168	3883.30173236304	5046.041300902	4909.57846106601	3882.02990078016	4149.82275571018	3074.88365340868	4445.58905598323
PHLPP2	2596.35124541076	2543.16758617536	2806.7923655453	2606.12982395734	2363.24692260005	2365.96600840612	2210.98173078163	2265.25379763749	2449.61306917466	2844.76887479423	1787.2637495535	2438.10262978392
PHOSPHO2	297.967088168665	188.227477228025	257.056351526683	196.820363344742	253.263847102686	313.272114492675	320.942017368042	278.428736863573	242.429900977497	193.431170883093	206.677025887188	241.24786950323
PHPT1	724.029917503716	1023.8513868545	851.327034928704	899.500558808072	838.522056659358	636.047258856261	961.116759008128	835.644569847227	1130.70851479072	1098.80704184735	1472.78538003596	1106.15131843263
PHRF1	7782.97036131107	12075.9028162732	11986.0327931178	12263.564462445	12316.7078465213	8537.69981105609	8236.75350526688	10392.0092075128	13044.9931676101	10826.5490903769	10844.6505354624	10625.5518047546
PHTF1	793.613042897631	801.797480799911	888.528570486775	1113.24998353584	890.431915246124	1311.82724388335	892.01853292634	1611.52426151188	1088.3666336049	1119.00129919228	1002.6043650244	1270.93818607076
PHTF2	4826.22278688038	3551.17544918633	3784.52503085361	4171.38151684571	4439.64126607067	6148.57865186942	3944.53428512763	3789.86870195813	3504.55653446399	4740.50478304931	3555.30826351853	5258.59829797686
PHYH	668.363417188583	781.345147347516	891.390227068165	874.254563761485	875.164309779429	1009.53028088422	745.692877694321	1076.17481439633	1042.42118806283	1311.68817135847	1230.01217620646	1247.26714431059
PI4K2A	2202.40370471906	2798.33479401002	2837.31670241347	2850.174442741	2992.27226782791	2691.66660725034	2593.05427499857	2967.24018533408	2786.54633648312	2867.48741430727	3044.15286811381	3221.97828191888
PI4K2B	4102.55828278367	4288.43337411318	4972.11251213052	4704.91354549691	4693.08351681783	6178.80834816933	3651.8829746636	3272.61557418169	3830.67910870374	4190.21127040004	4323.57789589036	4126.02999222089
PI4KA	15801.087425933	16160.5259829089	18672.7703382994	18007.0283355434	17657.3162387714	14980.5257289117	15402.6460101016	15024.6669583268	16424.2356426744	16301.7171130205	12290.0218038313	15575.53080668
PI4KAP1	398.594992584481	409.307462642022	377.245927945069	408.04518856785	425.278868694126	349.352719753861	483.526078736952	347.797960996856	400.986732652068	374.338059598071	509.887440796603	409.676435873693
PI4KAP2	855.702600941433	704.405416740882	662.457700556954	716.046328136208	815.111728277092	609.718168530531	973.310563610796	699.16816149805	815.396633619698	659.581944595175	690.174714526525	660.953648404762
PI4KB	7211.31822345951	8099.38484074301	7270.02274698681	7772.3019436572	7479.93043467203	6770.7253047515	7994.90971398063	8404.43013343304	7609.01633622164	7359.02681877496	7322.90254066997	7633.89629614193
PIAS1	5013.56197063324	5552.58236559939	5703.74271143927	5613.76936717402	5568.42623024171	6501.58349253291	4125.40905340055	5202.88963702086	4400.0422769897	4440.95663243289	3592.18520587238	4377.30720475194
