Ratio_6h	Ratio_12h	Ratio_18h	Ratio_24h	Ratio_30h
C14orf129	-0.305332310163508	-0.0870232196682745	-0.218180965622222	-0.0332071033836138	-0.383464904958185
C14orf135	-0.191548871532088	-0.027325873279912	-0.156697361872295	-0.245394552634088	-0.448558763921137
C14orf138	-0.128127348038364	-0.289321034530455	-0.111785510839363	-0.0445044168454878	-0.094076419024761
C14orf139	-0.0667607451797377	0.231325453226131	0.953222771821014	0.842270416299783	0.348897282756715
C14orf142	0.0600120006345902	0.126850105040542	-0.158603999393159	-0.0264262307915316	-0.295532490738696
C14orf143	-0.458691972666993	0.147063022690627	-0.255619736972899	0.321647811324318	0.0078880229647408
C14orf145	-0.658445903421771	-1.80921798152697	-1.72379986891443	-2.15636268001562	-1.64968025478838
C14orf147	0.0988101467243535	0.0643674223665848	-0.0904257397280512	0.476080866110057	0.0366611304754313
C14orf149	0.391806885491796	-0.508844664786499	0.289115716367754	-0.0683479334886161	0.00569944638252978
C14orf153	0.0174207150023697	0.0478482653448666	0.192933198423831	0.190675642007231	0.0964337437730221
C14orf156	-0.0842637939157585	-0.762382360510974	-0.721750255687709	-0.148445139816023	-0.450144514770834
C14orf159	0.164483230141994	0.611887915377447	0.378541349341752	0.188627118082474	0.428632167157465
C14orf166	-0.149035732813931	-0.280988867239967	-0.308715981308867	0.14149177869861	-0.226188629837739
C14orf167	0.0466820382349092	-0.142392524241688	-0.322301788265569	0.0821133510747526	-0.510310386130093
C14orf169	0.0667147594016881	-0.240329515237177	0.0569003079044673	-0.0177837103144979	0.180490557652441
C14orf174	-0.55951331316942	0.392062879439063	-0.710991782001546	-0.508193578426164	-1.51667984639062
C14orf179	0.334580718003487	0.043385391181628	0.26054982105819	0.614225282064114	0.557623805851143
C14orf181	1.0987013704031	0.786022088020632	0.50042806872237	-0.0631421051382788	-0.291114967763831
C14orf2	-0.0817880164870427	0.00666601862392973	-0.157832092739645	0.309280234541675	0.0608509933677852
C14orf21	-0.0405653178946229	0.0175052895634788	0.0742716760897335	0.059763869765855	0.185193998175666
C14orf28	-0.236095134844097	0.636518810416387	0.26725997612331	0.105715653592595	0.110378169341462
C14orf33	0.16931573835059	0.510241767092179	0.765743007916053	0.378729018635558	0.4309002768069
C14orf37	0.413225795582813	1.38834628537902	0.465117774839811	0.605633100927919	1.06720843685001
C14orf39	-0.0691791922701617	-0.380434392229574	-0.108044732933639	-0.133555022347549	-0.190214730033321
C14orf4	0.237760492736555	0.647158256379545	0.711707214290656	0.333015197148087	1.00154690564324
C14orf43	0.00789286644462039	-0.127333534673421	-0.145870866097708	-0.728841642615962	-0.260396877458173
C14orf45	-0.280348509219796	0.146327668005665	0.042019678831598	-0.169269730199721	-0.295787224848325
C14orf49	0.217856535665939	0.41801714217523	-0.00654275337151049	-0.303300117700977	0.188468362560936
C14orf64	-0.280573985974661	0.716716731601257	0.684834290344027	0.80161100602791	0.323404645322373
C14orf79	-0.176252054130677	-0.171511313432679	-0.264461920762224	-0.420467942588182	-0.00705959290409107
C14orf80	0.51113536366025	-0.18073874345522	0.0494278627979029	0.0436561934720829	0.593473288831708
C14orf93	0.379323567455029	0.30481546706827	0.409701202440286	0.405991716336626	0.304040614425991
C15orf17	0.331004514265216	0.567414583822707	0.594286153311551	0.389128667968969	0.655100352186745
C15orf23	-0.448997990905956	-0.658736234406787	-0.559132983992688	-0.302466807249087	-0.546626238495373
C15orf24	-0.165137578253812	-0.115333060750615	-0.139420821744256	0.374428438173878	0.200039133728846
C15orf27	0.722880207371781	0.739178252691558	1.03652547308959	0.77260985051563	1.07432353707061
C15orf29	-0.522458027423714	-0.531588374262276	-0.390730153998119	-0.132236833728298	-0.569147832023314
C15orf33	0.359820635439458	0.953030620788815	1.29621516856662	1.13736802144722	0.446558286753321
C15orf39	-0.636322170381487	-0.987033661612767	-0.431029648450522	-0.553993748299777	0.0317233513103667
C15orf40	0.343914376613093	0.14116662887977	0.21821173391173	0.135679302557393	0.0806974121030961
C15orf41	-0.326030529973591	0.0489523285236834	-0.078450603235145	0.24716919274103	0.028128227946264
C15orf42	0.0330236749535326	-0.0664621816813041	-0.300922146869908	-0.332243824600939	-0.114028831195408
C15orf44	-0.115168503526174	-0.169040931148352	-0.151992031687321	-0.0181514339976502	-0.121994740504851
C15orf57	0.217595102635754	0.219821755453411	-0.128421034569927	-0.0828697911830308	-0.0746100242187031
C15orf58	-0.0594099690116564	0.181836883718158	0.578255874005267	0.120395513613257	0.597072605978494
C15orf61	0.341788111301528	-0.0740111236141716	0.615347323058021	0.153154052911958	0.366026142513093
C15orf62	0.105684081631541	0.218942427280542	0.263802205427628	0.0544151336455519	0.141170865036802
C16orf28	0.586693535573995	0.758326983832159	0.985010204264553	0.202495857563727	0.619495111312492
C16orf35	0.53737918229313	-0.0335539140381422	0.297322705118515	0.197808787812136	0.68584820694186
C16orf42	0.285062768115211	-0.0825010070065254	0.386406427746967	0.281534616933444	0.609690039210202
C16orf46	-0.265628724469524	-0.64611429960716	-0.807706558728687	-1.04706731080584	-0.436264639588157
C16orf48	0.217644097619365	-0.433126757622947	-0.43524010032297	-0.0603745511542868	0.0871162306104617
C16orf5	0.0878154771070269	-0.00661088785513686	-0.0844101837528544	0.100267613826102	0.396902433412288
C16orf52	-0.209264978288823	-0.00901423240442261	0.144606110337446	0.0910203390189106	-0.0920819542206695
C16orf53	0.11133673280167	-0.452918556518022	-0.161718111513337	-0.0734138833940564	0.0299743245512809
C16orf55	0.407861886499061	-0.135362525216136	0.0877537312989665	0.0558380032872279	0.211554018819586
C16orf57	0.00131464183904542	0.386516840168501	0.0806123902531616	0.0347739721616922	0.528956322913362
C16orf58	0.35130731391938	0.542355460152263	0.506993829201906	0.376585607989388	0.709095565767114
C16orf59	0.360933594714746	-0.326333888088624	0.157906855518221	0.270335090347157	0.678171446847513
C16orf61	-0.146675122226571	0.0898541372732599	-0.139395527319812	0.213623839964471	0.243305541639606
C16orf62	-0.314000570532939	-0.771672864006949	-0.671472704943327	-0.762650394476318	-0.620262908930782
C16orf63	-0.299223876620048	-0.148062567961599	-0.000489965460152774	-0.029807009947144	-0.297370377950852
C16orf67	0.182471864001282	0.169851351398218	-0.0479084710484782	-0.534297889470814	0.0738034691288135
C16orf68	0.295247845461235	-0.0258246523534707	-0.0868088170225974	-0.0160272373730186	0.0605673483320485
C16orf7	0.372967827919583	-0.0752399526945961	0.308173048015783	0.0278314346670075	0.739945544748679
C16orf70	-0.011965552445048	-0.191888600892681	-0.15591766583008	-0.15176167833186	-0.14282861394311
C16orf72	-0.193683233168065	-0.0743309781025397	-0.3690527681641	-0.47078914201765	-0.453454409295946
C16orf75	0.769517352152569	0.0408402702847666	-0.058307790210463	-0.0191729638395259	-0.467882438024078
C16orf79	0.13966599549507	-0.312837634492318	0.0142451518828654	-0.0615100452824839	0.73479989184374
C16orf80	0.00482757406269818	-0.271466394430858	-0.187471953140455	-0.0108556908497602	0.0495675183247288
C16orf85	0.208929962722494	0.576382998535539	0.710352344527009	0.947047678105989	0.481488918692003
C16orf87	-0.340482334555973	-0.432404107213562	-0.479848267545169	-0.231578559350155	-0.495363050498584
C16orf88	-0.324836895582642	-0.511123055393181	-0.371545191216083	-0.289641861244504	-0.35019589645296
C16orf89	0.00111068634241162	-1.20513282113192	-1.3370268463245	-1.51970487014528	-1.11565806567859
C16orf91	0.402102710671491	0.234250982758621	0.110160761272632	0.309357238209052	0.559179683138184
C16orf93	0.86794530708599	0.742470343157282	0.487068193147593	-0.00210228241971895	0.426283367336639
C17orf100	0.331106533607586	0.528877185142101	0.36131360214871	0.0114620830194625	0.19648730280619
C17orf101	0.116119079776054	-0.405985112689153	-0.213905857750708	-0.214588863075284	0.267570361436341
C17orf103	0.157587142075373	0.577362857973809	0.383605879496825	0.0871552824646147	0.373827061652473
C17orf104	-1.22803917661507	-0.541396754660559	-0.161241284998277	-0.671725981565219	-0.417523630408635
C17orf106	0.155893983145267	0.209128925071821	0.0441655412113471	0.0853945267346297	0.301817506126549
C17orf108	0.850732329651355	1.03273239528409	1.97060867194815	1.65781080001297	2.02286299336566
C17orf28	0.300949900087149	0.396933301623913	0.618261706337823	0.879960165955542	1.40936815557861
C17orf37	0.195811105960918	0.235243765508075	0.0952482841255348	0.361863438353785	0.392262765018726
C17orf39	-1.02200260055592	-1.34397817483232	-0.880380978430295	-0.745188798775428	-0.665073704620638
C17orf42	-0.0513900949769617	-0.0377916897505257	-0.124201285461321	0.155408849025212	-0.00201425048828571
C17orf44	-0.0947557615632515	-0.733833869372278	-0.402905221202278	-0.298104560781944	-0.557767290192337
C17orf48	-0.327461336755663	0.0745644912954005	-0.147500529937643	0.0473878143756286	0.0200887709856977
C17orf49	0.215496795961937	0.160822478609147	0.586401874729779	0.762397123618539	0.741491246681104
C17orf51	0.636697377010261	0.737267527586791	0.873150106892907	0.601807678440996	1.18397469392298
C17orf53	0.0587176879625407	-0.246391887514104	-0.594454632256266	-0.592585793915808	-0.0430252075849862
C17orf56	0.55983613986568	0.288074613298526	0.502855680611238	0.22612358015492	0.590436473560356
C17orf57	0.438420336116863	0.271998914307433	0.836825794246514	1.03099739690076	0.133236124281871
C17orf58	0.613999941762221	0.870236773436834	1.08811008696702	1.08073371508754	0.887744985349161
C17orf59	0.549077896066436	0.239033200590905	0.354558007768877	0.0406092442724485	0.258604037298756
C17orf61	0.262346885513325	0.0530920903292191	0.242318309372931	0.519095137066457	0.457833346038888
C17orf62	0.555836827953728	0.509297638182919	0.554753963387188	0.33506951468291	0.622096377114124
C17orf63	0.206141954240205	0.0872822817480742	-0.0130954246013136	-0.178843457429997	0.150690220518282
C17orf65	0.7494750831352	0.662438630781794	0.597152706954418	0.269106062269626	0.605205573087038
C17orf67	-0.26977387516707	-0.636894443448279	-0.326301731724375	-0.488795072873892	-0.556837666517189
C17orf68	0.168219561472197	-0.149543639719015	0.0757474795146081	-0.139059768658447	-0.00402037981651562
C17orf69	-0.215829219777952	0.262699250324616	0.233469145067088	-0.131708502488694	0.0795557209467683
C17orf70	0.394739595306908	-0.0499641046530551	0.472352341391129	0.360924377234181	0.872848714799072
C17orf71	-0.243688791773466	-0.21649999517329	-0.33421555343676	-0.252886324329395	-0.325250901924589
C17orf72	0.862536342902996	0.606112157362921	0.762576178241907	0.538768912752715	1.08226471240702
C17orf75	-0.150890717777021	0.0500406427917516	0.0590258092963202	0.375672221243737	-0.00906736625714386
C17orf76	0.107468264631957	0.483954015056767	0.304369187036252	0.545650777309387	0.834501942151149
C17orf79	-0.151157602862714	-0.789461292243933	-0.439140836113791	0.087129266690564	0.161624248380691
C17orf80	-0.265947047407431	0.000250614621859973	-0.0992594545232564	0.0240608378873931	-0.154184102275367
C17orf81	0.0202826436716438	-0.177121031545259	-0.40355181102126	-0.249012636568559	-0.00254249740150754
C17orf85	-0.248246661100691	-0.0204533168796232	-0.133175634888579	-0.277919673859258	-0.226415822671817
C17orf86	0.348987150349158	0.323323756938228	0.479073901755102	0.182722292553102	0.239438339613848
C17orf89	-0.00384653319331484	-0.312949299717958	0.118872629000757	0.38991779225944	0.637199452200129
C17orf90	0.810197944351282	0.436229429507193	0.680004822574854	0.44676518668118	0.863065625494636
C17orf91	0.0169707297181734	0.996587786747822	0.211956705731862	0.579322696137823	0.75704468662345
C17orf95	0.225469553966061	0.158872797793827	0.462157567353	0.240171861805672	0.0694398232165381
C17orf96	-0.208071472318206	-0.881690369981452	-0.204440176248718	-0.307316698809443	-0.084658160158194
C18orf1	-0.373760868646848	-0.0540906047998953	0.258102302600206	0.226749741246776	0.153802823513521
C18orf10	0.0541925594633416	0.05324788248924	-0.241023306918953	-0.106804248813912	-0.136901296541268
C18orf19	-0.535059613945965	-0.513273783121245	-0.26862211279512	-0.0449011626903224	-0.609671692083989
C18orf21	-0.114798397163268	-0.107873163436456	-0.372257455519691	0.250360707042609	-0.189151664373622
C18orf22	0.0830215128926438	-0.154811109632573	0.0416236289884251	0.216718010266252	0.291888458621828
C18orf25	-0.0998802973760327	-0.204175318986897	-0.352139085092057	-0.431511869895881	-0.359194921872319
C18orf32	-0.0639899787925432	0.202708182324526	0.146258299691071	0.397057205252131	-0.165292106321766
C18orf45	0.0310047972116481	-0.126247537158091	0.231344901290498	0.241635756152686	0.222705584142759
C18orf54	-0.0702343303183191	0.203090700769971	-0.0133861338230873	0.116966334546369	-0.3295252871511
C18orf55	-0.0797970128285921	-0.337915451687388	-0.263585329180079	0.018338054791343	-0.161523782375736
C18orf56	0.508149548229639	0.335988777362417	-0.132625958088862	0.0844806493942969	0.248231882095627
C18orf8	-0.00696687250024586	0.0829126306794092	0.0719002096742088	0.0214581423740188	0.075339519077958
C19orf10	0.0759655003317545	-0.164282502444446	0.107399648803683	0.290999210155837	0.28866870973977
C19orf12	-0.0632348834634687	-0.00504620607032591	0.231447856371693	-0.0678724303507861	-0.038419627804862
C19orf2	-0.387777952358007	-0.666274918539334	-0.440549545051207	-0.172097277177844	-0.439637207437104
C19orf20	0.966663671773379	0.486215623982964	0.767554449867053	0.114056385030566	0.520281789768344
C19orf22	0.32876619988654	0.243612035124147	0.506003964562372	0.267704445352817	0.342634765511324
C19orf23	-0.264408630148858	-0.211661879708029	-0.221452926798718	-0.325578628377754	0.134537103205579
C19orf24	0.0704491232243857	0.056807191217694	0.144460373464264	0.0882864102690147	0.568698818294596
C19orf25	0.525359703887907	0.4294964842259	0.41397213894699	0.219959344179871	0.551352010486281
C19orf26	0.842031200048566	0.809974924215867	0.936708449137654	0.551330435227183	1.36538949548923
C19orf28	0.0204600871722852	-0.0965231376938603	0.371490590267712	0.145168230757976	0.479252419607368
C19orf29	0.288840352046382	0.00354097934842496	0.337713761068545	-0.0872369046021856	0.353802757488879
C19orf29OS	0.278033196553907	0.123796838309297	0.62567191491879	-0.143359359564691	1.10138658614202
C19orf36	1.01768126212106	1.1952674799966	-0.270221725910695	-0.613295116970489	-0.716273669742342
C19orf38	0.251914256295837	0.688409197796771	0.752158618502675	1.09290364310776	0.640143727099409
C19orf39	0.0819820652219716	-0.355591655394084	-0.0259758940997261	0.0458931901066075	0.0170219268584555
C19orf40	0.432191113888603	0.386307370330243	0.0980203422089945	0.280470502088908	0.0515235832522174
C19orf42	-0.213013326880884	-0.134145203145158	-0.11489026202453	0.0408461957099829	-0.108713685347513
C19orf43	0.441552351778354	-0.0504858048268364	0.346136592663355	-0.0888447000759676	0.154202623869719
C19orf44	0.142277839203123	-0.236214791823184	-0.162089573713797	-0.24631161629721	0.135489121609068
C19orf47	0.470845302949086	0.0761451258689046	0.123111813111468	-0.0326275259376434	0.421698374345584
C19orf48	0.0524938340713589	-0.714364173756001	-0.364983902576403	-0.296648508444327	0.000225446940378269
C19orf50	0.217766854386383	-0.0341042072749816	0.128459673346873	0.182295155866228	0.339201855309179
C19orf52	0.31037847859395	0.0371959771389989	0.240903137065493	-0.0593984197965727	0.128988086402378
C19orf53	0.176788158551483	-0.227147327951504	-0.296887011242049	0.0702345630802693	0.184765623098639
C19orf54	0.415725034201128	0.53343438692713	0.326707197057541	0.154815929837849	0.438494969448825
C19orf55	-0.0681315789153654	-0.312798081811108	-0.720994073112546	-1.03029694900567	-0.242511207451071
C19orf56	0.452061888332808	0.23390081877376	0.106725397863555	0.403324296941214	0.519755382606527
C19orf57	0.120440490636112	-0.265874708994135	-0.129295441323846	-0.125181709794184	0.50191917753552
C19orf6	0.608906772811981	0.334724495527254	0.750290701551293	0.193865500054648	0.73983722723082
C19orf60	0.919558298083356	0.840976875906234	0.913039503524125	0.454226914566794	1.12575207074997
C19orf61	-0.012680919656004	-0.399012123557102	-0.364451601315516	-0.208172024181482	0.146527055348278
C19orf62	0.39261244636999	0.110949320451582	-0.000493115183557846	0.0927509954685834	0.18841925951378
C19orf63	0.472759482078748	0.135790616698445	0.224103638295147	0.194520979635322	0.68832351316507
C19orf66	0.337281984316313	0.852767886052972	1.1102884292458	0.787255787307988	0.790222224415038
C19orf68	0.353493020534898	0.267605181412331	0.604747929681404	0.40771740114922	1.44217007343069
C19orf70	0.39105444053178	0.0308052449610063	0.0151929399069393	0.450408577624201	0.543740011830051
C19orf71	0.0300681693127085	-0.235014187997584	0.425079975537424	-0.112012583058326	0.741799977957764
C19orf76	-0.201825371923898	-0.88149688476424	-0.0169762454491626	-0.65880825478325	0.221469849641339
C19orf77	0.190954181153358	0.353015975277213	-0.335513561013537	-0.138081679088344	-0.345091674365074
C1D	-0.0737798717135592	-0.385028358801446	-0.336992952314438	-0.081424521362217	-0.525627245767007
C1DP1	-0.259012941727085	-0.271732119060957	-0.369759070939598	-0.0296519945652071	-0.649013772015709
C1GALT1	0.0248870490961699	-0.0220880574454149	-0.0450980084999283	0.0997431363949241	-0.202439947024803
C1GALT1C1	-0.389175394381252	0.22455929540978	0.205001061478864	0.502685499200882	-0.267951773417941
C1orf101	-0.379583601894678	-0.0661678802595223	0.88421688048009	0.89624627461883	0.67546501947609
C1orf103	-0.33400857814992	-0.662301351135791	-0.256557063569222	0.0708609741212392	-0.545920719846537
C1orf104	0.510805567435002	0.43710040799006	0.0664305110663519	-0.25403348139017	0.178116020650951
C1orf107	-0.845890645361176	-0.562929993077478	-0.519486217541235	-0.430453683370455	-0.446857256799492
C1orf109	-0.339638454955667	-0.444319496249862	-0.0936719437552425	-0.313597423836531	-0.280358019657492
C1orf112	-0.244610876054801	-0.0640220541713567	-0.107052264555094	-0.0452564141114229	-0.176350917428378
C1orf113	0.133643962525611	0.182446465991741	-0.140921768936569	-0.0261359638123786	0.191857046180239
C1orf114	-0.782056673215935	-0.522772985618742	-0.474621148772484	-0.573529672249561	-0.841142569906095
C1orf122	0.268804601258633	-0.284436266216785	0.26467092168998	0.163912236249894	0.582841420562746
C1orf123	0.0325577273806772	-0.184584805880318	0.0452911574699846	0.132358239597453	0.11664654705676
C1orf124	-0.172612778388486	0.219500516092134	0.13645571367124	-0.0222286977548732	0.149055461656701
C1orf128	0.061018228641619	-0.263358248231486	-0.0898630447664911	0.0258492162254	0.10113249037298
C1orf131	-0.057230111411096	-0.0432497673647143	0.297883062207613	0.396626691654754	0.153176841214444
C1orf135	0.0111790645293127	0.0405949125990786	-0.0949193839639793	0.0528007380050075	-0.039167044060284
C1orf144	-0.0642797449308029	-0.114714792164177	-0.0573502629635582	-0.116515066314541	0.0204690338644506
C1orf151	-0.0486034522791198	-0.456101322227208	-0.631823887328227	0.07824313561404	-0.110191706671708
C1orf156	-0.11853552276011	0.248987010075006	-0.417270868327226	0.384339147248372	-0.054626117711532
C1orf159	0.601211106225734	0.0837496004247458	0.504848598116901	0.0607547759424364	0.66041815653217
C1orf163	-0.517446242553337	-0.444869744154173	-0.479404080634173	-0.38552179454693	-0.347916585619537
C1orf174	0.26418637340421	-0.178663819501115	-0.0293303812639368	-0.0640639568167232	0.00381232595566712
C1orf182	0.0540889598339656	0.459486780560716	1.02167726015469	0.938489940402038	0.236905146294457
C1orf183	0.351002628378682	-0.0344442127263386	0.0135834120994283	0.00277376859034711	0.18060558322594
C1orf187	0.674329209866634	1.19122736585898	1.03448011617548	0.558030226278677	0.535075966724341
C1orf190	0.352283886881414	0.763114863709579	1.08249975081853	1.12974983750861	1.31274742994723
C1orf192	-0.960222560459468	-0.390184746389369	-0.406498707699784	-0.164344258763882	-0.206301698939319
C1orf198	0.318489027392643	0.644866212658785	0.610921999501725	0.366959218329228	0.670514560645001
C1orf203	0.740137978947514	0.894955608148321	0.820683267141655	0.956813229902604	1.17860832197916
C1orf21	-0.0534562866430238	0.547697385363275	0.179596925475582	0.446522938923592	0.455744791710507
C1orf211	0.065524213561732	0.740766838724177	0.731370155299372	0.449593510463629	0.579871147763606
C1orf212	-0.0337976140619743	-0.347694767515037	-0.460699399090372	-0.11901165458046	-0.295976492800799
C1orf216	0.513729797946905	0.697386000971207	0.515951904715639	0.792430913202063	0.886028569751303
C1orf25	-0.21959968923495	0.0718340017700171	-0.0432432047145734	-0.0367012732774627	-0.279380336578231
C1orf26	-0.295690145916881	0.857601007653169	0.510409395315713	0.37872060819299	-0.546694084858958
C1orf27	-0.403086635252188	-0.247513363273599	-0.161668601973477	-0.0397864487201711	-0.103599150015095
C1orf31	-0.154790123229516	-0.0935596664975886	0.106485908850933	0.203695898144187	-0.0342631629759718
C1orf35	0.603591737293874	0.0120349542110234	0.397561032455308	0.0823328509739903	0.384657617891933
C1orf38	0.461486087640942	0.972949628451168	0.742627691692946	0.580481164885096	1.06340786287715
C1orf43	-0.231076651464787	-0.413193904252186	-0.265439543585836	-0.09106022334954	-0.29875902617114
C1orf50	0.218012850946376	0.184670407032343	0.208012464868243	0.410075259260315	0.169038432141372
C1orf52	-0.405261411444507	-0.353368788534817	-0.187979720076183	-0.116623879945107	-0.407941720180801
C1orf53	-0.0155589713607722	-0.312233881367546	0.2987934340123	0.396479555774841	0.339234147692633
C1orf54	-0.168739707394703	0.652289738556497	0.278118373964255	0.477052970668574	0.679236524635622
C1orf55	-0.338741320847648	-0.13761888372889	-0.105618881229611	-0.323475250174208	-0.333313155934173
C1orf56	0.594555589999485	0.335933637563666	0.786654252486964	0.477910319763853	0.985587344487422
C1orf57	-0.339629406224773	-0.233491815795736	-0.442688600849438	0.00428763155232958	-0.378708064183304
C1orf58	-0.241037416294402	0.125838433432871	-0.0318243015462696	0.12309555372537	-0.223744135986287
C1orf59	-0.107833389892721	0.095085829572937	0.239413543810799	0.600431965457387	0.276548149171427
C1orf63	0.305398331950777	0.635000021202272	0.0590178139179632	0.00646490989010231	-0.118386798695055
C1orf66	0.0858014074476474	-0.121113635868918	-0.00864202729662164	0.109045001394842	0.359885753677095
C1orf69	-0.2538182193797	-0.1502691053324	-0.100299121173676	-0.46911393072606	-0.0297150476771064
C1orf74	-0.158634953280804	-0.0779817775026012	0.0243584931696618	0.0672394428897658	-0.146404642870265
C1orf77	-0.0864937960191256	-0.326694123860085	-0.34490775984031	-0.449313616400459	-0.478681833082435
C1orf83	0.117244149712351	0.265853849057073	0.168374066829328	0.143969881436548	0.0604627095058988
C1orf84	-0.0717109484878275	0.021272404216976	-0.182093592486552	-0.734689288793767	-0.785084185502723
C1orf85	0.157660332032273	0.441024507557608	0.285518724752734	0.0698061272106033	0.242384799496034
C1orf86	0.417720701261506	-0.052404434120979	0.481289379639176	0.210676430614495	0.579892470785118
C1orf88	0.887761602018278	2.0869155132904	1.75899563885719	1.7452808218151	0.855061578018686
C1orf89	0.388698448398858	0.623376183226933	0.211434934184003	0.138736714840483	0.413616895969776
C1orf9	-0.274281482921375	-0.0105276615193146	-0.12225234592274	-0.0874134496666849	-0.236782730285331
C1orf91	0.315144561537994	0.0400283719603684	0.0495773218636977	0.152938007647735	0.170683823868048
C1orf93	0.0573745366265503	0.000491239342362938	0.135352009106373	0.314778895095155	0.487071916343767
C1orf96	-0.513250471353509	-0.400650809744333	-0.367933993175378	-0.315651236382227	-0.510117854077486
C1orf97	0.429046480489289	1.10851708977947	0.933393120175392	1.01312502017897	0.567542045600841
C1QBP	-0.490926010843665	-1.13303692120016	-0.738423670668223	-0.483712257257023	-0.609843539809567
C1QL3	-0.364103966615925	-0.714913089313439	-1.01449910510567	-0.666837488982907	-0.696093877018348
C1QTNF3	-0.529633811025156	-0.212808243904155	-0.0438805051119348	0.448994866347457	0.318293563365398
C1QTNF6	0.543234814346996	0.866585924808848	0.514293659136984	-0.226712463201546	0.0993892064471429
C1RL	0.0664499369376797	0.462140495013564	0.162369041517617	0.558844405603039	0.0430794900754262
C1S	0.551508166872894	-0.301246157929238	0.769756232845538	0.359607588297021	0.12356720643583
C20orf100	0.769892398395076	1.55279586027611	0.902591773775788	0.45732552897153	0.703496089051849
C20orf108	0.17186835362739	0.388106680141007	-0.13121966827796	0.230055444625205	0.290398085019976
C20orf11	0.0300578020477377	-0.0557786016306163	-0.00136377589942119	-0.0987241251703059	-0.0301808457069132
C20orf111	0.0654406074451876	0.125795036416049	-0.122903951443032	0.167960170926701	0.195400595091813
C20orf112	0.091065514573162	0.256414269472538	0.0628395157776321	-0.313970459854809	0.00321536674926932
C20orf117	-0.0647626200717195	0.0569140166560481	-0.181730561299891	-0.450487454323663	0.0589635106814256
C20orf12	-0.288611163284506	-0.195281129008354	-0.875480951159306	-0.646862923309561	-0.854975709742561
C20orf132	-0.0572050950366917	-0.257898034824521	-0.311023682880359	-0.184078563221237	-0.039459844807134
C20orf135	1.72541745974632	0.940092464407277	1.35264921262972	0.748316859324358	1.30743566573844
C20orf177	-0.419176598268994	0.0552420981369272	-0.0445496774647536	-0.00230868530566783	-0.331862137212368
C20orf194	0.0628129762155402	-0.451603477003311	0.0622536518624731	0.487243386490085	-0.0447300871728783
C20orf196	0.0044120162385557	0.180044594944418	-0.115403037930176	0.0455984316857138	-0.121033793116526
C20orf199	-0.22384293750796	-0.69929194596427	-0.8625595668016	-0.482251905230569	-0.926220679114819
C20orf20	-0.0940305802792511	-0.240583337994785	0.0718182342754043	0.0872739463567574	-0.0885855872510158
C20orf24	-0.0857565150583869	-0.0664022358240233	0.0493243316293834	0.071382618654522	0.0856026965906431
C20orf27	0.352408897181066	-0.46878934996424	0.179376351785514	0.380468618424765	0.79906540020099
C20orf29	0.419358763545548	0.268689234297011	0.224366611622658	0.164314337733799	0.411927668208528
C20orf3	0.287629400859687	0.111156798596252	0.180791011391062	0.349198707129272	0.464297382188136
C20orf30	-0.0546095419461661	-0.0198260173350976	0.0815869334579079	0.291944335974329	-0.0883382440734801
C20orf4	-0.0178624696048363	-0.0276002833123026	-0.0500452824056354	0.048724397224764	0.303629884754777
C20orf43	-0.0579150840956276	-0.0516277073562839	-0.1981481593515	0.0128082041441511	-0.033179167616974
C20orf7	-0.0279123231201209	0.201897890066253	0.313414380321919	0.388970302760903	0.0676834745607015
C20orf72	-0.239257659271675	-0.125709077577765	0.0783453606440254	0.312088567738713	0.00634640799639058
C20orf82	0.745472673671203	1.39259005957432	1.65341807412504	1.51442982186318	1.30053797581114
C20orf94	0.0445529985515954	0.243821399815812	-0.452520841167565	-0.569407221189067	-0.731181562313421
C20orf96	0.274536157232708	0.29513767207772	0.38968391655798	0.196018085642186	0.231986857570498
C21orf2	0.272920812791134	-0.0719476018176786	0.339543837215571	0.113148873244674	0.73211077232492
C21orf33	0.0736457700303085	-0.217417503938814	0.0926511849076243	0.327508975294051	0.20503711567179
C21orf45	-0.0382762758546117	-0.347132234407633	-0.204712187586314	-0.0439422907560117	-0.0779987834843077
C21orf51	-0.191886679380858	-0.31861781592336	-0.0921621506706935	0.0356003744539261	-0.00528118894440423
C21orf56	0.878898768989352	0.289109242705861	0.583742272570716	0.439986631482301	0.926018141485765
C21orf57	0.367855286715924	0.234624086074262	0.269284980730326	0.380984534428567	0.253307852272559
C21orf58	0.705705748238865	0.465925160671019	0.338388274093259	0.100835968104845	0.680891889373498
C21orf59	8.54654935172621e-06	-0.345594369987107	-0.211516405155842	-0.254039557927939	-0.205928036313603
C21orf67	0.561423303271925	0.423929515466089	0.408544081044329	0.367398205637167	0.645576440105583
C21orf7	0.893898725238584	0.477964686235903	0.170755859342395	-0.0167629532572886	0.0712285936324595
C21orf70	0.206887883386391	-0.469181172955672	-0.0451047181814881	0.14112923475196	0.24659629632346
C21orf91	-0.452634652684115	-0.189279398482971	-0.357565105728129	-0.173299362505455	-0.611606785376076
C22orf13	0.206198692150147	-0.00090104599488275	0.0216026909368124	0.00797554915708924	0.270140208328737
C22orf23	-0.0512807449594022	0.239021093345958	0.451968488555154	0.36194995767826	0.40432944157458
C22orf24	-0.618894800463626	-0.369323790607317	-0.74952875960675	-1.10658012100628	-0.846279281098682
C22orf25	0.484050046294818	0.490366726940536	0.494844805989599	0.440302273847732	0.752290100550025
